!,,,,,,,,+++,---,,,,---,---,,,+++,,,,
@@,act_id,agent,action,act_object,act_target,start,end,site_information,narrative_time,discussion,source,page,source_status,fictionality,commentary,note,id_lang,created,created_by,last_modified,last_modified_by
->,A00870,P0138->AG0123,AT03,AW09999->W0554,P0999->AG0626,1966..1976,1966..1976,,,Bao Kun exchanged the music with other music lovers,SS00111->W0438,196,2,,unknown work by: P0399 AF05->unknown work by: AG0361 AF05,please check the source again to adjust act type and other relevant info see issue #299,en,2018-11-20,MG,2018-11-20->2020-04-04,MG->DP
->,A00871,P0029->AG0029,AT01,PS09999->W0414,,1964..1966,1964..1966,,,,SS00029->W0428,119,2,,unknown work by: P0666 G16->unknown work by: AG0472 G16,,en,2018-11-21,MG,2018-11-21->2020-04-04,MG->DP
->,A00872,P0029->AG0029,AT01,PS09999->W0414,,1964..1966,1964..1966,,,,SS00029->W0428,119,2,,unknown work by: P0667 G16->unknown work by: AG0473 G16,,en,2018-11-21,MG,2018-11-21->2020-04-04,MG->DP
->,A00873,P0029->AG0029,AT01,PS09999->W0414,,1964..1966,1964..1966,,,,SS00029->W0428,119,2,,unknown work by: P0668 G16->unknown work by: AG0474 G16,,en,2018-11-21,MG,2018-11-21->2020-04-04,MG->DP
->,A00874,P0106->AG0103,AT05,AW09999->W0554,,1966..1976,1966..1976,,,unknown,SS00005->W0419,573,2,,unknown work by: P0669 AF01->unknown work by: AG0475 AF01,please check the source again to adjust act type and other relevant info see issue #299,en,2018-11-21,MG,2018-11-21->2020-04-04,MG->DP
->,A00875,P0011->AG0011,AT05,AW09999->W0554,,1966..1976,1966..1976,,,She saw beautiful albums brought back from Europe for the first time in the painting masters’ home.->She saw beautiful albums brought back from Europe for the first time in the painting masters’ home (SP0442),SS00155->W0477,56,2,,unknown work by: P0670 AF01->unknown work by: AG0476 AF01,,en,2018-11-21,MG,2019-06-16->2021-01-05,WH->MG
->,A00876,P0137->AG0122,AT05,AW09999->W0554,,1970..1979~,1970..1979~,,,He was no longer satisfied with the style of realism. Gauguin became his role model.,SS00163->W0485,353,2,,unknown work by: P0670 AF01->unknown work by: AG0476 AF01,,en,2018-11-21,MG,2019-06-16->2020-04-04,WH->DP
->,A00877,P0221->AG0197,AT01,PS09999->W0414,,1970?,1970?,SP0132,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,SS00170->W0490,249,2,,unknown work by: P0226->unknown work by: AG0202,,en,2018-12-11,MG,2019-08-25->2021-01-05,WH->MG
->,A00878,P0215->AG0191,AT01,PS00620->W0377,,1978~,1978~,,,Because the author had read manuscripts in the countryside before this work did not shock him.,SS00156->W0478,338,2,,,,en,2018-12-11,MG,2019-08-25->2020-04-04,WH->DP
->,A00879,P0033->AG0033,AT01,PS00621->W0379,,1948..1949,1948..1949,,,unknown,SS00116->W0443,ONLINE SOURCE,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-11,MG,2019-03-18->2020-04-04,DP
->,A00880,P0131->AG0116,AT01,PS00602->W0380,,1970~,1970~,SP0442,,The author started to read these books at home when he dropped off from school.,SS00153->W0475,554,2,,,,en,2018-12-11,MG,2019-08-25->2021-01-05,WH->MG
->,A00881,P0216->AG0192,AT26,PS09999->W0414,,1966..1976,1966..1976,,,This work was written by one of his favorite writers back then.,SS00159->W0481,362,2,,unknown work by:  P0686->unknown work by: AG0492,,en,2018-12-11,MG,2019-08-25->2020-04-04,WH->DP
->,A00882,P0999->AG0626,AT31,PS00603->W0382,P0003->AG0003,1970?,1970?,,,The author teaches a young man these poems and the young man writes them down.,SS00185->W0486,112,2,,,,en,2018-12-12,MG,2019-06-16->2020-04-04,WH->DP
->,A00883,P0106->AG0103,AT23,PS00624->W0384,,196x,197x,SP0055,,The author heard many stories from an educated youth in his team and those were mainly from these classic works,SS00005->W0419,571,2,,,,en,2018-12-12,MG,2019-08-25->2021-01-05,WH->MG
->,A00884,P0362->AG0324,AT05,AW00204->W0622,,197x,197x,SP0436,,An educated youth played this work with Erhu. Prior to this the author did not know the songs other than the revolutionary songs.,SS00272->W0516,518f,2,,,,en,2018-12-12,MG,2019-08-25->2021-01-05,WH->MG
->,A00885,P0154->AG0134,AT01,PS00605->W0386,,1971,1971,,,The author has lost interest before the exam but just want to read the revolutionary novel.,SS00160->W0482,389,2,,,,en,2018-12-12,MG,2019-08-25->2020-04-04,WH->DP
->,A00886,P0625->AG0431,AT05,AW00205->W0623,,1975..1977,1975..1977,,,The painter of this work went to the countryside to visit the author.,SS00254->W0522,22,2,,,,en,2018-12-12,MG,2019-08-25->2020-04-04,WH->DP
->,A00887,P0120->AG0114,AT05,PS09999->W0414,,19xx,19xx,,,Zhang mentions Lin as author listed in his uncle‘s notebook,SS00030->W0429,52,2,,unknown work by: P0680->unknown work by: AG0486,,en,2018-12-12,MG,2018-12-12->2020-04-04,MG->DP
->,A00888,P0106->AG0103,AT05,AW09999->W0554,,1968..1974,1968..1974,SP0055,,He (name of a zhiqing) wanted to be a painter and he brought some painting albums during his rustication.,SS00005->W0419,573,2,,unknown work by: P0679 a collection of his paintings->unknown work by: AG0485 a collection of his paintings,,en,2018-12-12,MG,2019-08-25->2021-01-05,WH->MG
->,A00889,P0106->AG0103,AT03,AW09999->W0554,P0999->AG0626,1968..1974,1968..1974,SP0055,,Han and friends exchanged the books they had brought to the countryside,SS00005->W0419,573,2,,unknown work by: P0679 a collection of his paintings->unknown work by: AG0485 a collection of his paintings,,en,2018-12-12,MG,2019-08-25->2021-01-05,WH->MG
->,A00890,P0154->AG0134,AT01,PS00606->W0388,,1971,1971,,,The author has lost interest before the exam but just want to read the revolutionary novel.,SS00160->W0482,389,2,,,,en,2018-12-12,MG,2019-08-25->2020-04-04,WH->DP
->,A00891,P0154->AG0134,AT01,PS00607->W0390,,1971,1971,,,The author has lost interest before the exam but just want to read the revolutionary novel.,SS00160->W0482,389,2,,,,en,2018-12-12,MG,2019-08-25->2020-04-04,WH->DP
->,A00892,P0041->AG0041,AT28,AW00206->W0624,,1966..1976,1966..1976,,,The author borrowed this film to express a kind of attitude that people refused during the CR.,SS00119->W0446,ONLINE SOURCE,2,,,->read during rustication?,en,2018-12-12,MG,2019-08-25->2021-01-05,WH->MG
->,A00893,P0154->AG0134,AT01,PS00608->W0392,,1971,1971,,,The author has lost interest before the exam but just want to read the revolutionary novel.,SS00160->W0482,389,2,,,,en,2018-12-12,MG,2019-08-25->2020-04-04,WH->DP
->,A00894,P0138->AG0123,AT05,AW09999->W0554,,..1966,..1966,,,At that time Chinese painting lovers liked the style of Russia and the former Soviet Union.,SS00111->W0438,197,2,,unknown work by: P0674 probably AF01->unknown work by: AG0480 probably AF01,,en,2018-12-12,MG,2019-08-25->2020-04-04,WH->DP
->,A00895,P0132->AG0117,AT01,PS09999->W0414,,1975..1979,1975..1979,SP0003,,There was a bookstore in Fuzhou Road (PL0003) selling those confiscated books during CR so the author found many precious collections of foreign works there.->There was a bookstore in Fuzhou Road (SP0006) selling those confiscated books during CR so the author found many precious collections of foreign works there.,SS00043->W0430,454,2,,unknown work by: P0671 G10->unknown work by: AG0477 G10,,en,2018-12-15,MG,2018-12-15->2021-01-05,MG
->,A00896,P0133->AG0118,AT05,PS09999->W0414,,1979~,1979~,,,China at that time didn’t need a poet like P0672 but like P0815 according to the author.,SS00193->W0491,536,2,,unknown work by: P0672->unknown work by: AG0478,,en,2018-12-15,MG,2019-08-25->2020-04-04,WH->DP
->,A00897,P0106->AG0103,AT05,PS09999->W0414,,1966..1976,1966..1976,,,Qin taught the author a lot of advanced knowledge.,SS00005->W0419,583,2,,unknown work by: P0673->unknown work by: AG0479,,en,2018-12-15,MG,2019-08-25->2020-04-04,WH->DP
->,A00898,P0276->AG0252,AT05,PS00629->W0394,,1974~,1974~,SP0448,,Tang Ke copied this poem to the author when he passed the Three Gorges Dam.,SS00209->W0499,259,2,,,,en,2018-12-15,MG,2019-06-16->2021-01-05,WH->MG
->,A00899,P0133->AG0118,AT01,PS00630->W0396,,19xx,19xx,,,unknown,SS00193->W0491,531,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-15,MG,2019-03-18->2020-04-04,DP
->,A00900,P0106->AG0103,AT05,PS00500->W0276,,1953..1967,1953..1967,,,Han mentions that the journal contains many nice color photographs,SS00005->W0419,564,2,,,,en,2018-11-03,WH,2018-11-03->2020-04-04,WH->DP
->,A00901,P0108->AG0105,AT05,PS00501->W0277,,1954..,1954..,,,The author saw this work and many other Shouchaobens and poems were taken to a photo and packed in the box by her old friend Zhao Yifan.,SS00012->W0424,,2,,,,en,2018-11-03,WH,2018-11-03->2020-04-04,WH->DP
->,A00902,P0014->AG0014,AT30,PS00501->W0277,,1935..1988,1935..1988,,,Xu Xiao saw this work and many other Shouchaobens and poems were taken to a photo and packed in the box by Zhao Yifan.,SS00012->W0424,,2,,,,en,2018-11-03,WH,2018-11-03->2020-04-04,WH->DP
->,A00903,P0017->AG0017,AT05,PS00502->W0278,,1953..1998,1953..1998,,,He mentioned that this work and other Shouchaobens had influence on many books today.,SS00009->W0422,219,2,,,,en,2018-11-03,WH,2018-11-03->2020-04-04,WH->DP
->,A00904,P0020->AG0020,AT05,PS00503->W0279,,1966..1976,1966..1976,,,"Gao Hua mentions that this and one other book were almost ""worn out"" because of his reading",SS00006->W0420,134,2,,,,en,2018-11-04,WH,2018-11-04->2020-04-04,WH->DP
->,A00905,P0020->AG0020,AT05,PS00504->W0280,,1966..1976,1966..1976,,,"Gao Hua mentions that this and one other book were almost ""worn out"" because of his reading",SS00006->W0420,134,2,,,,en,2018-11-04,WH,2018-11-04->2020-04-04,WH->DP
->,A00906,P0020->AG0020,AT05,PS00505->W0281,,1966..1976,1966..1976,,,"Gao Hua mentions that he often visitied his friend's house and browsed this and ""other old books and publication that his classmate's father has purchased"".->Gao Hua mentions that he often visitied his friend's house (SP0442 )and browsed this and ""other old books and publication that his classmate's father has purchased"".",SS00006->W0420,134,2,,,,en,2018-11-04,WH,2018-11-04->2021-01-05,WH->MG
->,A00907,P0138->AG0123,AT05,PS00505->W0281,,1971,1971,,,"The author said that Mao ordered in person that each unit with a party committee could read this newspaper, which was really unexpected to the public.",SS00111->W0438,189,2,,,,en,2018-11-04,WH,2018-11-04->2020-04-04,WH->DP
->,A00908,P0020->AG0020,AT05,PS00506->W0282,,1966..1976,1966..1976,,,"Gao Hua mentions that he often visitied his friend's house and browsed this and ""other old books and publication that his classmate's father has purchased""->Gao Hua mentions that he often visitied his friend's house (SP0442 )and browsed this and ""other old books and publication that his classmate's father has purchased"".",SS00006->W0420,134,2,,,,en,2018-11-04,WH,2018-11-04->2021-01-05,WH->MG
->,A00909,P0020->AG0020,AT25,PS00505->W0281,,1967,1967,,,Gao Hua found about the murder of Guevara in Bolivia from this source.->Gao Hua found about the murder of Guevara in Bolivia (SP0449 )from this source.,SS00006->W0420,134,2,,,,en,2018-11-04,WH,2018-11-04->2021-01-05,WH->MG
->,A00910,P0020->AG0020,AT05,PS00507->W0283,,1966..1976,1966..1976,,,Gao Hua mentioned that he would sometimes have bought this publication because it contained some details on the Soviet Union and North Korea relationships.,SS00006->W0420,135,2,,,,en,2018-11-04,WH,2018-11-04->2020-04-04,WH->DP
->,A00911,P0020->AG0020,AT05,PS00508->W0284,,1973..,1973..,,,Gao Hua mentions that this publication was the most substantial source of information about the foreign countries and he read it periodically.,SS00006->W0420,136,2,,,,en,2018-11-04,WH,2018-11-04->2020-04-04,WH->DP
->,A00912,P0020->AG0020,AT05,PS00508->W0284,,197x,197x,,,Gao Hua mentions that this publication helped him to understand the ideological trends in the foreign countries and he read it periodically.,SS00006->W0420,136,2,,,,en,2018-11-04,WH,2018-11-04->2020-04-04,WH->DP
->,A00913,P0020->AG0020,AT05,PS00509->W0285,,197x,197x,,,Gao Hua mentions that this publication helped him to understand the ideological trends in the foreign countries and he read it periodically.,SS00006->W0420,136,2,,,->see #399 duplicate source was: PS00508,en,2018-11-04,WH,2018-11-04->2020-04-04,WH->DP
->,A00914,P0020->AG0020,AT01,PS00510->W0287,,197x,197x,,,"Gao not only read books about ""the developed socialism"" by Soviet ideological theorists but also the books about the internal power struggle within the leadership of Soviet Communist Party after Stalin's death.",SS00006->W0420,136,2,,,,en,2018-11-04,WH,2018-11-04->2020-04-04,WH->DP
->,A00915,P0020->AG0020,AT05,PS00511->W0288,,..1970,..1970,,,Gao Hua mentioned this book as one those that informed his opinion about the real life in the Soviet Union.,SS00006->W0420,136,2,,,,en,2018-11-04,WH,2018-11-04->2020-04-04,WH->DP
->,A00916,P0029->AG0029,AT01,PS00512->W0289,,1964..1966,1964..1966,,,Wu Hong read the book because of his interest in the renaissance.,SS00029->W0428,119,2,,,,en,2018-11-04,WH,2018-11-04->2020-04-04,WH->DP
->,A00917,P0029->AG0029,AT05,PS00513->W0290,,1971..1973,1971..1973,,,Wu Hong refers to this English-Chinese dictionary and the lithography he bought on the same trip as the beginnings of his second And third academic careers.,SS00029->W0428,122,2,,,,en,2018-11-04,WH,2018-11-04->2020-04-04,WH->DP
->,A00918,P0029->AG0029,AT05,PS00514->W0291,,1971..1973,1971..1973,,,Wu Hong mentions that this piece became his first source of learning about the bronze ware and he refers to this lithography and the English-Chinese dictonary he bought on the same trip as the beginnings of his second and third academic careers.,SS00029->W0428,122,2,,,,en,2018-11-04,WH,2018-11-04->2020-04-04,WH->DP
->,A00919,P0032->AG0032,AT03,PS00515->W0292,P0031->AG0031,1969,1969,SP0002,,Zhu lent the book to Huang.,SS00109->W0436,,2,,,,en,2018-11-04,WH,2018-11-04->2021-01-05,WH->MG
->,A00920,P0031->AG0031,AT01,PS00515->W0292,,1969,1969,SP0002,,Huang received this book from his friend Zhu who he met in the prison.,SS00109->W0436,,2,,,,en,2018-11-04,WH,2018-11-04->2021-01-05,WH->MG
->,A00921,P0032->AG0032,AT12,PS00516->W0293,,1969,1969,SP0002,,This book was confiscated while Zhu was sent into the prison.,SS00109->W0436,,2,,,,en,2018-11-04,WH,2018-11-04->2021-01-05,WH->MG
->,A00922,P0031->AG0031,AT01,PS00517->W0294,,1964..,1964..,,,Huang read this commentary of a paper bag which he got during the work and this commentary was printed on it.,SS00109->W0436,,2,,,->read in prison?,en,2018-11-04,WH,2018-11-04->2021-01-05,WH->MG
->,A00923,P0032->AG0032,AT01,PS00517->W0294,,1964..,1964..,,,Zhu got this article from Huang after Huang read it a few times.,SS00109->W0436,,2,,,->read in prison?,en,2018-11-04,WH,2018-11-04->2021-01-05,WH->MG
->,A00924,P0048->AG0047,AT01,PS00089->W0046,,1940..1950,1940..1950,SP0437,,Hui read the classics in his childhood at sishu.,SS00136->W0458,,2,,,,en,2018-11-04,WH,2018-11-04->2021-01-05,WH->MG
->,A00925,P0048->AG0047,AT01,PS00518->W0295,,1940..1950,1940..1950,SP0437,,Hui read the classics in his childhood at sishu.,SS00136->W0458,,2,,,,en,2018-11-04,WH,2018-11-04->2021-01-05,WH->MG
->,A00926,P0048->AG0047,AT01,PS00098->W0055,,1940..1950,1940..1950,SP0437,,Hui read the classics in his childhood at sishu.,SS00136->W0458,,2,,,,en,2018-11-04,WH,2018-11-04->2021-01-05,WH->MG
->,A00927,P0048->AG0047,AT01,PS00519->W0296,,1940..1950,1940..1950,SP0437,,Hui read the classics in his childhood at sishu.,SS00136->W0458,,2,,,,en,2018-11-04,WH,2018-11-04->2021-01-05,WH->MG
->,A00928,P0052->AG0051,AT31,AW00108->W0557,P0168->AG0145,1964,1964,,,A old school friend Xiaoxia taught her how to sing the songs.,SS00133->W0455,,2,,,,en,2018-11-04,WH,2018-11-19->2020-04-04,WH->DP
->,A00929,P0052->AG0051,AT31,AW00109->W0558,P0168->AG0145,1964,1964,,,A old school friend Xiaoxia taught her how to sing the songs.,SS00133->W0455,,2,,,,en,2018-11-04,WH,2018-11-19->2020-04-04,WH->DP
->,A00930,P0056->AG0055,AT29,PS00520->W0297,,195x,195x,,,Gu added comments and translated it into vernacular.,SS00131->W0454,,2,,,,en,2018-11-04,WH,2018-11-04->2020-04-04,WH->DP
->,A00931,P0056->AG0055,AT10,PS00521->W0298,,195x,195x,,,Gu was commissioned by Mao Zedong to take charge of the punctuation of the book.,SS00131->W0454,,2,,,,en,2018-11-04,WH,2018-11-04->2020-04-04,WH->DP
->,A00932,P0057->AG0056,AT05,PS00522->W0299,,1966..1976,1966..1976,,,Xie made a joke with the reference of Empty Fort Strategy while doing labor work during the CR.,SS00131->W0454,,2,,,,en,2018-11-04,WH,2018-11-04->2020-04-04,WH->DP
->,A00933,P0263->AG0239,AT27,PS00523->W0300,P0169->AG0146,1966,1966,SP0446,,Mingxin’s teacher Wang Hanying encouraged him and lent when he said he wanted to try writing critiques and lent him the journals.,SS00207->W0497,,2,,,,en,2018-11-04,WH,2018-11-04->2021-01-05,WH->MG
->,A00934,P0120->AG0114,AT05,AW00110->W0559,,1966..1976,1966..1976,,,He mentioned that this work considered not in line with official policy during the CR.,SS00030->W0429,13,2,,,,en,2018-11-04,WH,2018-11-04->2020-04-04,WH->DP
->,A00935,P0120->AG0114,AT05,AW00111->W0560,,1966..1976,1966..1976,,,He mentioned that this work considered not in line with official policy during the CR.,SS00030->W0429,14,2,,,,en,2018-11-04,WH,2018-11-04->2020-04-04,WH->DP
->,A00936,P0120->AG0114,AT05,AW00112->W0561,,1966..1976,1966..1976,,,He mentioned that this work considered not in line with official policy during the CR.,SS00030->W0429,14,2,,,,en,2018-11-04,WH,2018-11-04->2020-04-04,WH->DP
->,A00937,P0120->AG0114,AT05,PS00524->W0301,,1956..1959,1956..1959,,,He mentioned that this book was a criticism of the rightist remarks of the time.,SS00030->W0429,82,2,,,,en,2018-11-04,WH,2018-11-04->2020-04-04,WH->DP
->,A00938,P0120->AG0114,AT05,PS00525->W0302,,1957,1957,,,There was a evaluation movement of Shuihu.,SS00030->W0429,186,2,,,,en,2018-11-04,WH,2018-11-04->2020-04-04,WH->DP
->,A00939,P0120->AG0114,AT05,AW00113->W0562,,1976~,1976~,,,It would always be broadcasted before certain radio programmes since the 1960s.,SS00030->W0429,190,2,,,,en,2018-11-04,WH,2018-11-04->2020-04-04,WH->DP
->,A00940,P0120->AG0114,AT05,AW00114->W0563,,1976~,1976~,,,It would always be broadcasted before certain radio programmes since the 1960s.,SS00030->W0429,190; 207-210,2,,,,en,2018-11-04,WH,2018-11-04->2020-04-04,WH->DP
->,A00941,P0381->AG0343,AT05,AW00114->W0563,,1960..,1960..,,,"Radio broadcast new years eve 1968: the reading of New Year's editorial ""Mao Zedong Thought is in Total Command"" is followed by Internationale.",SS00249->W0517,13,2,,,,en,2018-11-04,WH,2018-11-04->2020-04-04,WH->DP
->,A00942,P0120->AG0114,AT05,AW00115->W0564,,1976~,1976~,SP0002,,He mentioned that he used to sing it in prison.,SS00249->W0517,208,2,,,,en,2018-11-04,WH,2018-11-04->2021-01-05,WH->MG
->,A00943,P0120->AG0114,AT05,PS00526->W0303,,1975..1979,1975..1979,SP0002,,It was reading matter sent to him when he was in prison after publication started again.,SS00249->W0517,435,2,,,,en,2018-11-04,WH,2018-11-04->2021-01-05,WH->MG
->,A00944,P0710->AG0516,AT01,PS00528->W0305,,1989,1989,SP0054,,Hu read it when he was in Changsha.,SS00249->W0517,445,2,,,,en,2018-11-04,WH,2018-11-04->2021-01-05,WH->MG
->,A00945,P0140->AG0125,AT05,AW00079->W0531,,197x,197x,,,He mentioned that this movie made him laugh when it was popular to watch neibu movies at the end of CR.,SS00157->W0479,74,2,,,,en,2018-11-04,WH,2018-11-04->2020-04-04,WH->DP
->,A00946,P0711->AG0517,AT23,AW00083->W0535,,1973..1977,1973..1977,,,He heard it at a college student’s home whose father was an officer.->He heard it at a college student’s home (SP0442 )whose father was an officer.,SS00256->W0524,102,2,,,,en,2018-11-04,WH,2018-11-04->2021-01-05,WH->MG
->,A00947,P0003->AG0003,AT05,PS00529->W0306,,1970~,1970~,,,He mentioned that he used to read a Japanese short story about someone who moves out should give other people noodle soup.,SS00185->W0486,125,2,,,,en,2018-11-04,WH,2018-11-04->2020-04-04,WH->DP
->,A00948,P0003->AG0003,AT32,AW00117->W0566,,1970..1977,1970..1977,SP0002,,He sang this song in prison.,SS00185->W0486,126,2,,,,en,2018-11-04,WH,2018-11-19->2021-01-05,WH->MG
->,A00949,P0003->AG0003,AT22,PS00512->W0289,,1970~,1970~,SP0002,,He recalled the words from the Bible before he was about to be executed.,SS00185->W0486,138,2,,,,en,2018-11-04,WH,2018-11-04->2021-01-05,WH->MG
->,A00950,P0003->AG0003,AT05,AW00118->W0567,,1970~,1970~,SP0002,,He mentioned that he carved some words on the wall in prison which had a very calligraphic feel.,SS00185->W0486,138,2,,,,en,2018-11-04,WH,2018-11-04->2021-01-05,WH->MG
->,A00951,P0003->AG0003,AT32,AW00119->W0568,,1971~,1971~,SP0002,,He sang it with his fellow in the workshop.,SS00185->W0486,142,2,,,,en,2018-11-06,WH,2018-11-19->2021-01-05,WH->MG
->,A00952,P0712->AG0518,AT05,AW00120->W0569,,1976~,1976~,,,There were more operas allowed to perform aside from the former eight model operas during CR so the author and her colleagues tried to absorb more performers.,SS00257->W0525,157,2,,,,en,2018-11-06,WH,2018-11-06->2020-04-04,WH->DP
->,A00953,P0712->AG0518,AT05,AW00121->W0570,,1976~,1976~,,,There were more operas allowed to perform aside from the former eight model operas during CR so the author and her colleagues tried to absorb more performers.,SS00257->W0525,157,2,,,,en,2018-11-06,WH,2018-11-06->2020-04-04,WH->DP
->,A00954,P0712->AG0518,AT05,AW00122->W0571,,1976~,1976~,,,There were more operas allowed to perform aside from the former eight model operas during CR so the author and her colleagues tried to absorb more performers.,SS00257->W0525,157,2,,,,en,2018-11-06,WH,2018-11-06->2020-04-04,WH->DP
->,A00955,P0712->AG0518,AT05,AW00123->W0572,,19xx,19xx,,,The author mentioned that her troupe tried to transform with this opera.,SS00257->W0525,157,2,,,,en,2018-11-06,WH,2018-11-06->2020-04-04,WH->DP
->,A00956,P0712->AG0518,AT05,AW00125->W0574,,1965..,1965..,,,The author mentioned that her troupe tried to transform with this opera.,SS00257->W0525,157,2,,,,en,2018-11-06,WH,2018-11-06->2020-04-04,WH->DP
->,A00957,P0362->AG0324,AT05,AW00125->W0574,,197x,197x,SP0436,,His friend Yan Li danced a dance from this work with a fellow Zhiqing.,SS00272->W0516,520,2,,,,en,2018-11-06,WH,2018-11-06->2021-01-09,WH->MG
->,A00958,P0712->AG0518,AT05,AW00111->W0560,,1977,1977,,,The opera from her troupe was showed only several times because of the movie’s replay.,SS00257->W0525,163,2,,,,en,2018-11-06,WH,2018-11-06->2020-04-04,WH->DP
->,A00959,P0713->AG0519,AT17,PS00530->W0307,,1976,1976,,,He recited this poem during the 'April Fifth Events'.,SS00258->W0526,205,2,,,,en,2018-11-06,WH,2018-11-06->2020-04-04,WH->DP
->,A00960,P0713->AG0519,AT05,PS00531->W0308,,1976,1976,,,This was an article on People's Daily that was pointing at Deng Xiaoping and advocating the party and people to continue to criticize him.,SS00258->W0526,216,2,,,,en,2018-11-06,WH,2018-11-06->2020-04-04,WH->DP
->,A00961,P0219->AG0195,AT05,PS00532->W0309,,1967,1967,,,"This newspaper was the first one that published Yu Luoke's ""Origins of Familiy Background Theory"" so that it enjoyed the highest fame.",SS00190->W0488,265,2,,,,en,2018-11-06,WH,2018-11-06->2020-04-04,WH->DP
->,A00962,P0219->AG0195,AT05,PS00533->W0310,,1966..1976,1966..1976,,,There were some students with extraodinary perspective or knowledge who initiated these radical newspapers during the CR and the author was strongly influenced by their attitude of individual thinking.,SS00190->W0488,265,2,,,,en,2018-11-06,WH,2018-11-06->2020-04-04,WH->DP
->,A00963,P0219->AG0195,AT05,PS00534->W0311,,19xx,19xx,SP0442,,The author’s friend Liu Yu has this work at home which made the author feel very intellectual.,SS00190->W0488,274,2,,,,en,2018-11-06,WH,2018-11-06->2021-01-09,WH->MG
->,A00964,P0219->AG0195,AT23,AW00126->W0575,,1971,1971,SP0005,,The author and his friends visited some professors in Beijing and they listened this piano song by the daughter of a professor and then the professor played violin for them.,SS00190->W0488,276,2,,,,en,2018-11-06,WH,2018-11-06->2021-01-09,WH->MG
->,A00965,P0277->AG0253,AT02,AW00127->W0576,P0276->AG0252,1972,1972,,,The author's friend Tang Ke transcribed these songs for him which were so different from the mainstream Music of that time and the author thought these songs were more personal and mundane so that he felt more touched by them.,SS00209->W0499,280,2,,,,en,2018-11-06,WH,2018-11-06->2020-04-04,WH->DP
->,A00966,P0277->AG0253,AT02,AW00128->W0577,P0276->AG0252,1972,1972,,,The author's friend Tang Ke transcribed these songs for him which were so different from the mainstream Music of that time and the author thought these songs were more personal and mundane so that he felt more touched by them.,SS00209->W0499,283,2,,,,en,2018-11-06,WH,2018-11-06->2020-04-04,WH->DP
->,A00967,P0277->AG0253,AT02,AW00129->W0578,P0276->AG0252,1972,1972,,,The author's friend Tang Ke transcribed these songs for him which were so different from the mainstream Music of that time and the author thought these songs were more personal and mundane so that he felt more touched by them.,SS00209->W0499,283,2,,,,en,2018-11-06,WH,2018-11-06->2020-04-04,WH->DP
->,A00968,P0277->AG0253,AT02,AW00130->W0579,P0276->AG0252,1972,1972,,,The author's friend Tang Ke transcribed these songs for him which were so different from the mainstream Music of that time and the author thought these songs were more personal and mundane so that he felt more touched by them.,SS00209->W0499,283,2,,,,en,2018-11-06,WH,2018-11-06->2020-04-04,WH->DP
->,A00969,P0277->AG0253,AT02,AW00131->W0580,P0276->AG0252,1972,1972,,,The author's friend Tang Ke transcribed these songs for him which were so different from the mainstream Music of that time and the author thought these songs were more personal and mundane so that he felt more touched by them.,SS00209->W0499,283,2,,,,en,2018-11-06,WH,2018-11-06->2020-04-04,WH->DP
->,A00970,P0277->AG0253,AT02,AW00132->W0581,P0276->AG0252,1972,1972,,,The author's friend Tang Ke transcribed these songs for him which were so different from the mainstream Music of that time and the author thought these songs were more personal and mundane so that he felt more touched by them.,SS00209->W0499,283,2,,,,en,2018-11-06,WH,2018-11-06->2020-04-04,WH->DP
->,A00971,P0277->AG0253,AT02,AW00133->W0582,P0276->AG0252,1972,1972,,,The author's friend Tang Ke transcribed these songs for him which were so different from the mainstream Music of that time and the author thought these songs were more personal and mundane so that he felt more touched by them.,SS00209->W0499,283,2,,,,en,2018-11-06,WH,2018-11-06->2020-04-04,WH->DP
->,A00972,P0276->AG0252,AT23,AW00134->W0583,,1972~,1972~,,,He heard it by broadcast from the radio.,SS00209->W0499,290,2,,,,en,2018-11-06,WH,2018-11-06->2020-04-04,WH->DP
->,A00973,P0276->AG0252,AT05,AW00135->W0584,,1972~,1972~,,,Tang Ke liked to discuss about films with him which were released before the CR.,SS00209->W0499,290,2,,,,en,2018-11-07,WH,2018-11-07->2020-04-04,WH->DP
->,A00974,P0276->AG0252,AT05,AW00136->W0585,,1972~,1972~,,,Tang Ke liked to discuss about films with him which were released before the CR.,SS00209->W0499,290,2,,,,en,2018-11-07,WH,2018-11-07->2020-04-04,WH->DP
->,A00975,P0276->AG0252,AT05,AW00137->W0586,,1972~,1972~,,,Tang Ke liked to discuss about films with him which were released before the CR.,SS00209->W0499,290,2,,,,en,2018-11-07,WH,2018-11-07->2020-04-04,WH->DP
->,A00976,P0276->AG0252,AT05,AW00138->W0587,,1972~,1972~,,,Tang Ke told the author about the movie plot and found touched by the lens of the movie.,SS00209->W0499,290,2,,,,en,2018-11-07,WH,2018-11-07->2020-04-04,WH->DP
->,A00977,P0276->AG0252,AT05,AW00139->W0588,,1972~,1972~,,,Tang Ke told the author about the movie plot and found touched by the lens of the movie.,SS00209->W0499,290,2,,,,en,2018-11-07,WH,2018-11-07->2020-04-04,WH->DP
