act_id,agent,action,act_object,act_target,start,end,narrative_time,site_information,discussion,source,page,fictionality,commentary,note,created,created_by,last_modified,last_modified_by
A01067,AG0506,AT01,W0414,AG0444,1974,1974,NULL,,she describes that she read in particular the footnotes of the Marxist works as they gave references to works otherwise forbidden in China,W0523,164,NULL,,,2019-02-18,LH,2021-03-11,MG
A01068,AG0506,AT01,W0385,,1974,1974,NULL,,,W0523,161,NULL,,,2019-02-18,LH,2020-04-04,DP
A01069,AG0614,AT01,W0387,,1970,1970,NULL,,It was a banned book of course… Because of the malaria problem we all slept under mosquito nets and once you dropped your net you could read as you liked. And so it happend that Landaus became my most beloved (and only) after-hours reading materisl,W0529,147,NULL,,,2019-02-19,LH,2020-04-04,DP
A01070,AG0116,AT01,W0389,,1975,1975,NULL,,unknown,W0475,560,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-03-09,MG,2020-04-04,DP
A01071,AG0106,AT01,W0414,,1969..1972,1969..1972,NULL,SP0436,recommended by a friend (possibly penpal),W0425,301,NULL,unknown work by: AG0617 G13,,2019-03-09,MG,2021-01-09,MG
A01072,AG0106,AT26,W0414,,1969..1972,1969..1972,NULL,SP0436,one of his favourite writers back then,W0425,301,NULL,unknown work by: AG0617 G13,,2019-03-09,MG,2021-01-09,MG
A01073,AG0134,AT01,W0391,,197x,197x,NULL,,The author has lost interest before the exam but just want to read the revolutionary novel.,W0482,389,NULL,,,2019-03-09,MG,2020-04-04,DP
A01074,AG0029,AT01,W0393,,1966..196x,1966..196x,NULL,,,W0428,120,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-03-09,MG,2020-04-04,DP
A01075,AG0029,AT09,W0393,,1966..196x,1966..196x,NULL,,knows the poem by heart,W0428,120,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-03-09,MG,2020-04-04,DP
A01076,AG0143,AT03,W0393,AG0029,196x,196x,NULL,,from her private collection,W0428,120,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-03-09,MG,2020-04-04,DP
A01077,AG0020,AT01,W0397,,1969,1969,NULL,,,W0420,134f,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-03-09,MG,2020-04-04,DP
A01078,AG0020,AT01,W0395,,1969,1969,NULL,,,W0420,134f,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-03-09,MG,2020-04-04,DP
A01079,AG0020,AT44,W0395,,1969,1969,NULL,,,W0420,134f,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-03-09,MG,2020-04-04,DP
A01080,AG0020,AT44,W0397,,1969,1969,NULL,,,W0420,134f,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-03-09,MG,2020-04-04,DP
A01081,AG0003,AT05,W0177,,1970?,1970?,NULL,,The author regrets that he has not had a love story with a girl such as the story from this work.,W0486,124,NULL,,,2019-03-09,MG,2020-04-04,DP
A01082,AG0011,AT05,W0370,,1972~,1972~,NULL,SP0137,Due to frequent checks she did not know where the poems were that others had given her.,W0477,55,NULL,,,2019-03-09,MG,2021-01-09,MG
A01083,AG0118,AT05,W0414,,19xx,19xx,NULL,,unknown,W0476,536,NULL,unknown work by: AG0621,please check the source again to adjust act type and other relevant info see issue #299,2019-03-09,MG,2020-04-04,DP
A01084,AG0103,AT05,W0414,,1972~,1972~,NULL,SP0055,"This book belonged to the ""neibu"" collection at that time.",W0419,580,NULL,unknown work by: AG0201 G24,,2019-03-09,MG,2021-01-09,MG
A01100,AG0324,AT05,W0597,,1967..1973,1967..1973,NULL,,The author was deprived of performing in these plays for her obvious body shape.,W0516,509,NULL,,,2018-11-11,WH,2020-04-04,DP
A01101,AG0324,AT05,W0598,,1967..1973,1967..1973,NULL,,The author was deprived of performing in these plays for her obvious body shape.,W0516,509,NULL,,,2018-11-11,WH,2020-04-04,DP
A01102,AG0324,AT05,W0599,,1967..1973,1967..1973,NULL,,The author was deprived of performing in these plays for her obvious body shape.,W0516,509,NULL,,,2018-11-11,WH,2020-04-04,DP
A01103,AG0324,AT05,W0600,,1966..1976,1966..1976,NULL,,An actor in the movie was so popular for his considerate caring towards women which added some humanitarian color to the CR.,W0516,512,NULL,,,2018-11-11,WH,2020-04-04,DP
A01104,AG0324,AT01,W0324,,1966~,1966~,NULL,SP0446,The author started to learn Poems with this book when she entered middle school.,W0516,518,NULL,,,2018-11-13,WH,2021-01-09,MG
A01105,AG0118,AT01,W0324,,1970~,1970~,NULL,SP0446,"The author started to write Poems when he was in the second year of middle school, but he had not established the sense of being a poet.",W0476,531,NULL,,,2018-11-13,WH,2021-01-09,MG
A01106,AG0116,AT01,W0324,,1970,1970,NULL,SP0442,The author started to read these books at home when he dropped off from school.,W0475,554,NULL,,,2018-11-13,WH,2021-01-09,MG
A01107,AG0103,AT05,W0324,,1968..1974,1968..1974,NULL,SP0055,The author and his friends in the same work team brought different kinds of books with themselves and the exchanged their books internally at first then mapped to other teams.,W0419,573,NULL,,,2018-11-13,WH,2021-01-09,MG
A01108,AG0324,AT05,W0558,,197x,197x,NULL,SP0436,The educated youths sang russian songs (back then were considered as erotic songs 'yellow songs') at night as recreational activity.,W0516,518,NULL,,,2018-11-13,WH,2021-01-09,MG
A01109,AG0324,AT05,W0601,,197x,197x,NULL,SP0436,The educated youths sang russian songs (back then were considered as erotic songs 'yellow songs') at night as recreational activity.,W0516,518,NULL,,,2018-11-13,WH,2021-01-09,MG
A01110,AG0103,AT05,W0601,,1976..,1976..,NULL,,Aside from poem the educated youth transcribed songs as recreational activity as well.,W0419,578,NULL,,,2018-11-13,WH,2021-01-09,MG
A01111,AG0324,AT05,W0602,,197x,197x,NULL,SP0436,The educated youths sang russian songs (back then were considered as erotic songs 'yellow songs') at night as recreational activity.,W0516,518,NULL,,,2018-11-13,WH,2021-01-09,MG
A01112,AG0324,AT05,W0603,,197x,197x,NULL,SP0436,The author learned a lot about traditional Chinese Music from another educated youth.,W0516,518,NULL,,,2018-11-13,WH,2021-01-09,MG
A01113,AG0324,AT05,W0604,,197x,197x,NULL,,The author received a letter from Yan Li that she just rehearsed this dance and the choreographer was Zhang Yuejin.,W0516,521,NULL,,,2018-11-13,WH,2020-04-04,DP
A01114,AG0103,AT05,W0605,,1965..,1965..,NULL,,The author started to write Poems when he was in the second year of middle school but he had not established the sense of being a poet.,W0419,531,NULL,,,2018-11-14,WH,2020-04-04,DP
A01115,AG0103,AT05,W0325,,1979,1979,NULL,,The magazine were just reopened and published some Valery's Poems translated by Bian Zhilin.,W0419,533,NULL,,,2018-11-14,WH,2020-04-04,DP
A01116,AG0103,AT05,W0326,,1979,1979,NULL,,The author was overwhelmed by Baudelaire and his works so he started his real literary journey thereafter.,W0419,533,NULL,,,2018-11-14,WH,2020-04-04,DP
A01117,AG0103,AT01,W0327,,1979~,1979~,NULL,,This article made him unforgettable for life because it truly showed the beauty of that era.,W0419,538,NULL,,,2018-11-14,WH,2020-04-04,DP
A01118,AG0116,AT32,W0606,,1970,1970,NULL,SP0442,He sang this song very happy in the new house when he was a child.,W0475,548,NULL,,,2018-11-15,WH,2021-01-09,MG
A01119,AG0116,AT32,W0607,,1970,1970,NULL,SP0442,He sang this song very happy in the new house when he was a child.,W0475,548,NULL,,,2018-11-15,WH,2021-01-09,MG
A01120,AG0116,AT05,W0328,,1970,1970,NULL,SP0442,The author started to read these books at home when he dropped off from school.,W0475,554,NULL,,,2018-11-15,WH,2021-01-09,MG
A01121,AG0116,AT01,W0293,,1972,1974,NULL,SP0442,The author read this collection for 2 years at home.,W0475,554,NULL,,,2018-11-15,WH,2021-01-09,MG
A01122,AG0116,AT01,W0329,,1972~,1972~,NULL,SP0442,He left the book at home for a long time and he really loved it.,W0475,554,NULL,,,2018-11-15,WH,2021-01-09,MG
A01123,AG0116,AT05,W0330,,1975..1979,1975..1979,NULL,,It was the age of thought thawing and many literary works have appeared but he forgot where he bought this magazine.,W0475,562,NULL,,,2018-11-15,WH,2020-04-04,DP
A01124,AG0103,AT05,W0065,,1967,1967,NULL,,The author was often mocked by older students for his teenager taste on reading.,W0419,565,NULL,,,2018-11-16,WH,2020-04-04,DP
A01125,AG0103,AT05,W0331,,1967?,1967?,NULL,,"Many students were chasing about this book ""Khrushchevism""  and when it turned to the author he lost it accidentally. The author wanted to give him this work as a compensation.",W0419,570,NULL,,,2018-11-16,WH,2020-04-04,DP
A01126,AG0103,AT33,W0332,,1968..1974,1968..1974,NULL,SP0055,The author and his friends in the same work team brought different kinds of books with themselves and the exchanged their books internally at first then mapped to other teams.,W0419,573,NULL,,,2018-11-16,WH,2021-01-09,MG
A01127,AG0103,AT10,W0333,,1968~,1968~,NULL,SP0055,"The author and some other educated youths established a night school for the peasants in the village, mainly for the aim of teaching of literacy. But this kind of doggerel  (打油诗) was for the liveliness of their textbook.",W0419,576,NULL,,,2018-11-16,WH,2021-01-09,MG
A01128,AG0103,AT05,W0284,,1972,1972,NULL,SP0055,The author introduced the categories of those internal published books. The year 1972 was overwhelming to those book lovers and for they sensed there seemed to be a chance of opening  up.,W0419,580,NULL,,,2018-11-16,WH,2021-01-09,MG
A01129,AG0114,AT05,W0304,,1975..1979,1975..1979,NULL,SP0002,It was reading matter sent to him when he was in prison after publication started again.,W0517,435,NULL,,,2018-11-04,WH,2021-01-09,MG
A01130,AG0123,AT05,W0334,,[1960..1965],[1960..1965],NULL,,The magazine was published as aiming at the popularization of science and Chinese people at that time would know more about the outside world through these magazines.,W0438,191,NULL,,,2018-11-24,WH,2020-04-04,DP
A01131,AG0123,AT05,W0335,,[1960..1965],[1960..1965],NULL,,The magazine was published as aiming at the popularization of science and Chinese people at that time would know more about the outside world through these magazines.,W0438,191,NULL,,,2018-11-24,WH,2020-04-04,DP
A01132,AG0123,AT05,W0336,,1971,1971,NULL,,This magazine introduced many Chinese painters before the CR and they were also the models of the young people during the CR.,W0438,198,NULL,,,2018-11-24,WH,2020-04-04,DP
A01133,AG0123,AT05,W0608,,[1966..1976],[1966..1976],NULL,,The author remembered that there was an educated youth went back home from the Northern Wilderness for the Spring Festival and he played this song with his guitar which was extremely touching.,W0438,196,NULL,,,2018-11-24,WH,2020-04-04,DP
A01134,AG0123,AT05,W0337,,1973..1975,1973..1975,NULL,,"Jiang Qing ardently loved photography, so these magazines were full of her works. It somehow popularized photography in China at that time.",W0438,200,NULL,,,2018-11-24,WH,2020-04-04,DP
A01135,AG0123,AT05,W0338,,1973..1975,1973..1975,NULL,,"Jiang Qing ardently loved photography, so these magazines were full of her works. It somehow popularized photography in China at that time.",W0438,200,NULL,,,2018-11-24,WH,2020-04-04,DP
A01136,AG0431,AT34,W0609,,1972,1972,NULL,,The author remembered the terrible condition in the village where his brush and paper would be frozen when he wanted to exercise calligraphy.,W0522,17,NULL,,,2018-11-25,WH,2020-04-04,DP
A01137,AG0431,AT05,W0339,,1972,1972,NULL,,"When Deng Xiaoping returned to his position, there was a letter published in Guangming Daily lifting the last tide of rustication among the educated youth.",W0522,15,NULL,,,2018-11-25,WH,2020-04-04,DP
A01138,AG0431,AT05,W0610,,..1977,..1977,NULL,,The author knew the painter Li Zongjin 李宗津 through the relation of his mother and Mr. Li showed him many paintings at his place.,W0522,21,NULL,,,2018-11-25,WH,2020-04-04,DP
A01139,AG0431,AT10,W0340,,1972~,1972~,NULL,,"The author was drawing blackboard art when he was in the village and a cadre from Beijing (刘春华) visited this village and saw their work. Later the blackboard art turned into printed magazine named ""烂漫山花"".",W0522,22,NULL,,,2018-11-25,WH,2020-04-04,DP
A01140,AG0431,AT05,W0341,,1972~,1972~,NULL,,The author's target about his own magazine was to meet the standard of this one.,W0522,22,NULL,,,2018-11-25,WH,2020-04-04,DP
A01141,AG0431,AT05,W0342,,1972..,1972..,NULL,,The first time of the author's publication was on this newspaper he created a painting about some Beijing red guards went to Tibet.,W0522,23,NULL,,,2018-11-25,WH,2020-04-04,DP
A01142,AG0063,AT05,W0414,,19xx,19xx,NULL,,The author mentioned that there was a reference work compiled by Red Guards with quotations from Marx and Lu Xun.,W0451,197,NULL,,,2018-11-25,WH,2020-04-04,DP
A01143,AG0003,AT28,W0611,,1961..1963?,1961..1963?,NULL,,At that time a number of foreign films were introduced. The author watched them with his friends.,W0439,38,NULL,,,2018-11-25,WH,2020-04-04,DP
A01144,AG0003,AT28,W0612,,1961..1963?,1961..1963?,NULL,,At that time a number of foreign films were introduced. The author watched them with his friends.,W0439,38,NULL,,,2018-11-25,WH,2020-04-04,DP
A01145,AG0003,AT28,W0613,,1961..1963?,1961..1963?,NULL,,At that time a number of foreign films were introduced. The author watched them with his friends.,W0439,38,NULL,,,2018-11-25,WH,2020-04-04,DP
A01146,AG0003,AT28,W0614,,1961..1963?,1961..1963?,NULL,,At that time a number of foreign films were introduced. The author watched them with his friends.,W0439,38,NULL,,,2018-11-25,WH,2020-04-04,DP
A01147,AG0003,AT28,W0615,,1961..1963?,1961..1963?,NULL,,At that time a number of foreign films were introduced. The author watched them with his friends.,W0439,38,NULL,,,2018-11-25,WH,2020-04-04,DP
A01148,AG0003,AT28,W0616,,1961..1963?,1961..1963?,NULL,,At that time a number of foreign films were introduced. The author watched them with his friends.,W0439,38,NULL,,,2018-11-25,WH,2020-04-04,DP
A01149,AG0003,AT28,W0617,,1961..1963?,1961..1963?,NULL,,At that time a number of foreign films were introduced. The author watched them with his friends.,W0439,38,NULL,,,2018-11-25,WH,2020-04-04,DP
A01150,AG0003,AT28,W0618,,1961..1963?,1961..1963?,NULL,,At that time a number of foreign films were introduced. The author watched them with his friends.,W0439,38,NULL,,,2018-11-25,WH,2020-04-04,DP
A01151,AG0003,AT28,W0619,,1961..1963?,1961..1963?,NULL,,At that time a number of foreign films were introduced. The author watched them with his friends.,W0439,38,NULL,,,2018-11-25,WH,2020-04-04,DP
A01152,AG0003,AT01,W0343,,196x,196x,NULL,,"His father bought many so-called ""yellow books"" and “gray books” and let the author read them.",W0439,38,NULL,,,2018-11-25,WH,2020-04-04,DP
A01153,AG0067,AT17,W0611,,1961..1963?,1961..1963?,NULL,,He is said to be able to memorized the lines of the movie.,W0439,38,NULL,,,2018-11-25,WH,2020-04-04,DP
A01154,AG0067,AT17,W0612,,1961..1963?,1961..1963?,NULL,,He is said to be able to memorized the lines of the movie.,W0439,38,NULL,,,2018-11-25,WH,2020-04-04,DP
A01155,AG0067,AT17,W0613,,1961..1963?,1961..1963?,NULL,,He is said to be able to memorized the lines of the movie.,W0439,38,NULL,,,2018-11-25,WH,2020-04-04,DP
A01156,AG0067,AT17,W0614,,1961..1963?,1961..1963?,NULL,,He is said to be able to memorized the lines of the movie.,W0439,38,NULL,,,2018-11-25,WH,2020-04-04,DP
A01157,AG0067,AT17,W0615,,1961..1963?,1961..1963?,NULL,,He is said to be able to memorized the lines of the movie.,W0439,38,NULL,,,2018-11-25,WH,2020-04-04,DP
A01158,AG0067,AT17,W0616,,1961..1963?,1961..1963?,NULL,,He is said to be able to memorized the lines of the movie.,W0439,38,NULL,,,2018-11-25,WH,2020-04-04,DP
A01159,AG0067,AT17,W0617,,1961..1963?,1961..1963?,NULL,,He is said to be able to memorized the lines of the movie.,W0439,38,NULL,,,2018-11-25,WH,2020-04-04,DP
A01160,AG0067,AT17,W0618,,1961..1963?,1961..1963?,NULL,,He is said to be able to memorized the lines of the movie.,W0439,38,NULL,,,2018-11-25,WH,2020-04-04,DP
A01161,AG0067,AT17,W0619,,1961..1963?,1961..1963?,NULL,,He is said to be able to memorized the lines of the movie.,W0439,38,NULL,,,2018-11-25,WH,2020-04-04,DP
A01162,AG0003,AT01,W0344,,1961..1963?,1961..1963?,NULL,,His mother told him that the person who studies art is beggar. But he already read this work and had a different opinion.,W0439,38,NULL,,,2018-11-25,WH,2020-04-04,DP
A01163,AG0003,AT01,W0345,,1961..1963?,1961..1963?,NULL,,His mother told him that the person who studies art is beggar. But he already read this work and had a different opinion.,W0439,38,NULL,,,2018-11-25,WH,2020-04-04,DP
A01164,AG0003,AT01,W0346,,1959,1959,NULL,SP0446,The reader said that the book was very popular in the school he went at the time.,W0439,32,NULL,,,2018-11-25,WH,2021-01-09,MG
A01165,AG0003,AT01,W0347,,1959,1959,NULL,SP0446,The reader said that the book was very popular in the school he went at the time.,W0439,32,NULL,,,2018-11-25,WH,2021-01-09,MG
A01166,AG0073,AT05,W0066,,..1966,..1966,NULL,,It was one of the favorite books from author but the Red Guards took it away with the beginning of the CR.,W0448,92,NULL,,,2018-11-25,WH,2020-04-04,DP
A01167,AG0106,AT05,W0348,,1969,1969,NULL,SP0436,Reading that Shu Ting took along with her in her backpack when she was rusticated (Pushkin and an English textbook).,W0425,300,NULL,,,2018-11-25,WH,2021-01-09,MG
A01168,AG0117,AT01,W0350,,1968,1968,NULL,SP0006,During his labor rectification in a repairing factory (SP0439i) n the suburb of Shanghai and the author read many books after work.,W0430,443,NULL,,,2018-12-15,WH,2021-01-12,MG
A01169,AG0324,AT01,W0351,,1976,1976,NULL,SP0436,The author was shocked when she read this Poem and she was worried about the situation of its author. For the April 5th movement was cracked down soon.,W0516,525,NULL,,,2018-12-15,WH,2021-01-12,MG
A01170,AG0431,AT05,W0352,,197x,197x,NULL,,The author drew the profile pictures for those villagers and he imitated the style of Wang.,W0522,21,NULL,,,2018-12-16,WH,2020-04-04,DP
A01171,AG0116,AT01,W0353,,1976,1976,NULL,,The author and other friends read Wang Xiaobo's early works written on a notebook delightfully and they all enjoyed his Novella.,W0475,558,NULL,,,2018-12-16,WH,2020-04-04,DP
A01172,AG0029,AT05,W0414,,..1966,..1966,NULL,SP0442,Wu Hong has discovered this author himself. Wu Hong refers to his readings during the period right before the CR (and when his parents were often absent from home) as peculiar. Till the present day Wu Hong finds it difficult to access what he has obtained from his readings at that time.,W0428,116f,NULL,unknown work by: AG0566,,2018-12-16,WH,2021-01-12,MG
A01173,AG0045,AT01,W0354,,1971,1971,NULL,,He read the book to kill time while isolated examination.,W0447,,NULL,,,2018-12-17,WH,2020-04-04,DP
A01174,AG0116,AT01,W0354,,1970,1970,NULL,SP0442,The author started to read these books at home when he dropped off from school.,W0475,554,NULL,,,2018-12-17,WH,2021-01-12,MG
A01175,AG0052,AT01,W0134,,1920..193x,1920..193x,NULL,,Huang Yongsheng loved reading and he also shared the stories with troop under his command.,W0456,ONLINE SOURCE,NULL,,,2018-12-22,WH,2020-04-04,DP
A01176,AG0134,AT01,W0134,,1973~,1973~,NULL,SP0446,The author heard and read this work in her second year of the middle school.,W0482,391,NULL,,,2018-12-22,WH,2021-01-12,MG
A01177,AG0029,AT01,W0355,,1966..,1966..,NULL,,Wu Hong was very fond of this Novel and the finale in particluar whose words reflected his state of mind at that time.,W0428,120,NULL,,,2018-12-22,WH,2020-04-04,DP
A01178,AG0045,AT01,W0356,,1971,1971,NULL,,The study members started to read other random books after reading the Little Red Book in the study small class.,W0447,ONLINE SOURCE,NULL,,,2018-12-22,WH,2020-04-04,DP
A01179,AG0035,AT26,W0414,,19xx,19xx,NULL,,She is a person who likes drama. She still has hope for the world and humanity after many hardships .,W0444,ONLINE SOURCE,NULL,unknown work by: AG0572,,2018-12-23,WH,2020-04-04,DP
A01180,AG0035,AT05,W0627,,1956,1956,NULL,,Her husband directed the play.,W0445,ONLINE SOURCE,NULL,,,2018-12-23,WH,2020-04-04,DP
A01181,AG0036,AT41,W0627,,1956,1956,NULL,SP0450,He directed the play in Qingdao,W0445,ONLINE SOURCE,NULL,,,2018-12-23,WH,2021-01-12,MG
A01182,AG0011,AT05,W0628,,1971,1971,NULL,SP0137,The author is surprised that daughter from AG0574 does not know how to appreciate the sketch.,W0477,57,NULL,,,2018-12-23,WH,2021-01-12,MG
A01183,AG0103,AT12,W0357,,1969,1969,NULL,SP0442,Later the author's home was plundered as well and all of his collections were confiscated by the red guards.,W0419,569,NULL,,,2018-12-24,WH,2021-01-12,MG
A01184,AG0103,AT12,W0358,,1969,1969,NULL,SP0442,Later the author's home was plundered as well and all of his collections were confiscated by the red guards.,W0419,569,NULL,,,2018-12-24,WH,2021-01-12,MG
A01185,AG0239,AT27,W0629,AG0146,1966,1966,NULL,,Ming Xin’s teacher Wang Hanying encouraged him when he said he wanted to try writing critiques and lent him the journals.,W0497,,NULL,,,2018-12-24,WH,2020-04-04,DP
A01186,AG0253,AT03,W0359,AG0252,1974,1974,NULL,,"The ""Criticize Lin; criticize Kong"" movement started in 1974. So there were many ancient Chinese books showed up in the bookstores (SP0003.) Tang Ke gave this work to the author.",W0499,295,NULL,,,2018-12-24,WH,2021-01-12,MG
A01187,AG0115,AT13,W0360,,1969,1969,NULL,SP0156,The author was so curious about the essence of CR. So he read a lot relative books and wrote this 66-pages article. Then he was pronounced counterrevolutionary for it.,W0471,415,NULL,,,2018-12-24,WH,2021-01-12,MG
A01188,AG0117,AT25,W0361,,197x,197x,NULL,,After reading Xu's works the author felt so inspired and wanted to sent him his own works.,W0430,454,NULL,,,2019-01-25,WH,2020-04-04,DP
A01189,AG0117,AT25,W0362,,197x,197x,NULL,,After reading Xu's works the author felt so inspired and wanted to sent him his own works.,W0430,454,NULL,,,2019-01-26,WH,2020-04-04,DP
A01190,AG0116,AT01,W0363,,1978,1978,NULL,,This book was recommended by a girl named Shu Hua. Who really liked western literature and influenced the author.,W0475,561,NULL,,,2019-01-26,WH,2020-04-04,DP
A01191,AG0116,AT01,W0414,,1975,1975,NULL,,Li Daxing began to write new poems after he knew Shu Hua. He also read Xu Zhimo’s works.,W0475,560,NULL,unknown work by: AG0581,,2019-01-26,WH,2020-04-04,DP
A01192,AG0506,AT02,W0414,AG0286,1970?,1970?,NULL,SP0420,,W0523,148,NULL,,,2019-01-31,LH,2021-01-12,MG
A01193,AG0506,AT27,W0401,,1970,1970,NULL,SP0420,,W0523,149,NULL,,,2019-01-31,LH,2021-01-12,MG
A01194,AG0506,AT42,W0401,,1970,1970,NULL,SP0420,,W0523,150,NULL,,,2019-01-31,LH,2021-01-12,MG
A01195,AG0134,AT13,W0366,,1975~,1977~,NULL,,The author wrote this Novel in the beginning of his high school period. It took him two years to write it as his first Novel.,W0481,401,NULL,,,2019-02-17,WH,2020-04-04,DP
A01196,AG0134,AT05,W0632,,1976,1976,NULL,,"The author heard it from the radio during working. The radio abruptly sang the traditional Henan opera; which is quite soft and ""bourgeois"".",W0481,408,NULL,,,2019-02-17,WH,2020-04-04,DP
A01197,AG0134,AT01,W0367,,1973~,1973~,NULL,,The author was obsessed with revolution Novels back then and he didn't know there are better works other than those ones. For he could only get to read the revolution Novels at that time.,W0481,389,NULL,,,2019-02-17,WH,2020-04-04,DP
A01198,AG0431,AT05,W0367,,1977..1979,1977..1979,NULL,,The author admired the kind of student leader in this novel.,W0522,4,NULL,,,2019-02-17,WH,2020-04-04,DP
A01199,AG0115,AT01,W0633,,1967~,1967~,NULL,SP0156,Yang was his classmate in the USA who was directly pointed as counterrevolutionary by Jiang Qing. The author thought Yang's poster still didn't answer the question about CR.,W0471,419,NULL,,,2019-02-17,WH,2021-01-12,MG
A01200,AG0614,AT35,W0105,,1974,1974,NULL,,centered around the writers of the Li Yizhe group Sasha Gong and about 2 dozen others met once or twice a week to exchange books and ideas these were their favorites,W0523,175,NULL,,,2019-03-08,LH,2020-04-04,DP
A01201,AG0614,AT35,W0413,,1974,1974,NULL,,centered around the writers of the Li Yizhe group Sasha Gong and about 2 dozen others met once or twice a week to exchange books and ideas these were their favorites,W0523,175,NULL,,,2019-03-08,LH,2020-04-04,DP
A01202,AG0614,AT35,W0009,,1974,1974,NULL,,centered around the writers of the Li Yizhe group Sasha Gong and about 2 dozen others met once or twice a week to exchange books and ideas these were their favorites,W0523,175,NULL,,,2019-03-08,LH,2020-04-04,DP
A01300,AG0103,AT12,W0414,,1967,1967,NULL,SP0442,Later the author's home was plundered as well. All of his collections were confiscated by the red guards.,W0419,569,NULL,unknown work by: AG0587 G04,,2019-02-17,WH,2021-01-12,MG
A01301,AG0011,AT05,W0073,,1971,1971,NULL,SP0137,"His Poems are sincere, elegant and beautiful and full of pain. There won't be words like ""hatred"" or ""bullet"".",W0477,53,NULL,,,2019-02-17,WH,2021-01-12,MG
A01302,AG0106,AT02,W0414,,1966..1976,1966..1976,NULL,,Shu Ting copied the poem into her notebook.,W0425,301,NULL,unknown work by: AG0588,read during rustication?,2019-02-17,WH,2021-01-12,MG
A01303,AG0106,AT02,W0414,,1966..1976,1966..1976,NULL,,Shu Ting copied the poem into her notebook.,W0425,301,NULL,unknown work by: AG0589,read during rustication?,2019-02-17,WH,2021-01-12,MG
A01304,AG0032,AT03,W0368,AG0031,1969,1969,NULL,SP0002,Huang and Zhu talked about health in the Prison. Zhu gave Huang this work and introduced the author to him.,W0436,ONLINE SOURCE,NULL,,,2019-02-17,WH,2021-01-12,MG
A01305,AG0195,AT05,W0369,,1966,1966,NULL,,Not until the publication of Yu Luoke's article (in the end of 1966) did people realize and admire the power and courage of those who studied theories during their leisure time.,W0488,259,NULL,,,2019-02-17,WH,2020-04-04,DP
A01306,AG0115,AT01,W0369,,1967,1967,NULL,SP0156,The author had read many works of other people regarding the topic of class struggle. But still he found the works of Marx and Engels left the strongest influence on him.,W0471,419,NULL,,read during rustication?,2019-02-17,WH,2021-01-12,MG
A01307,AG0011,AT05,W0370,,1972~,1972~,NULL,SP0137,Due to frequent checks she did not know where the poems were that others had given her.,W0477,53,NULL,,,2019-02-17,WH,2021-01-12,MG
A01308,AG0012,AT03,W0371,AG0011,1972,1972,NULL,SP0137,Genzi handed his poem to Xu Haoyuan. Xu thought each poem of his was expressing a teenager's anger hopelessness and the pain of growing up.,W0477,53,NULL,,,2019-02-17,WH,2021-01-12,MG
A01309,AG0012,AT03,W0372,AG0011,1972,1972,NULL,SP0137,Genzi handed his poem to Xu Haoyuan. Xu thought each poem of his was expressing a teenager's anger hopelessness and the pain of growing up.,W0477,53,NULL,,,2019-02-17,WH,2021-01-12,MG
A01310,AG0012,AT03,W0373,AG0011,1972,1972,NULL,SP0137,Genzi handed his poem to Xu Haoyuan. Xu thought each poem of his was expressing a teenager's anger hopelessness and the pain of growing up.,W0477,53,NULL,,,2019-02-17,WH,2021-01-12,MG
A01311,AG0012,AT03,W0090,AG0011,1972,1972,NULL,SP0137,Genzi handed his poem to Xu Haoyuan. Xu thought each poem of his was expressing a teenager's anger hopelessness and the pain of growing up.,W0477,53,NULL,,,2019-02-17,WH,2021-01-12,MG
A01312,AG0018,AT05,W0090,,1970,1970,NULL,,These students with the similar family background often shared their Poems secretly (Bei Dao: Genzi; Duo Duo etc).,W0480,307,NULL,,,2019-02-17,WH,2020-04-04,DP
A01313,AG0123,AT05,W0631,,1970..1976,1970..1976,NULL,,During that time the music became popular again. Some pieces had survived through the early stage of the CR and they spread secretly among the people.,W0438,196,NULL,,,2019-01-28,WH,2020-04-04,DP
A01314,AG0118,AT01,W0364,,1969?,1969?,NULL,SP0446,The author and his classmates in middle school founded a private study group and they used to read a lot of books they could reach at that time.,W0476,531,NULL,,,2019-01-28,WH,2021-01-12,MG
A01315,AG0018,AT13,W0365,,1973,1973,NULL,SP0025,The author made this Poem by himself when he saw the village scene (peasants wearing patched clothes working in the field)  there in Baiyangdian.,W0480,310,NULL,,,2019-01-29,WH,2021-01-12,MG
A01316,AG0116,AT01,W0374,,1979,1979,NULL,,The author finally realized that the authenticity of history matters most after reading this work.,W0475,562,NULL,,,2019-02-23,WH,2020-04-04,DP
A01317,AG0011,AT05,W0375,,1972~,1972~,NULL,SP0137,Due to frequent checks she did not know where the poems were that others had given her.,W0477,55,NULL,,,2019-02-23,WH,2021-01-12,MG
A01318,AG0134,AT25,W0376,,1975~,1975~,NULL,,The author was triggered by this book and he decided to write his own book so that he could leave the rural area and go to the city.,W0482,401,NULL,,,2019-02-23,WH,2020-04-04,DP
