work_id,old_id,creator,type,type_num,language,commentary,note,created,created_by,last_modified,last_modified_by
W0564,AW00115,AG0626,AW,00115,en,Insert song from W0565; translated by project member.,,2018-11-04,WH,2020-04-05,DP
W0565,AW00116,AG0372,AW,00116,en,,,2018-11-04,WH,2020-04-05,DP
W0566,AW00117,AG0626,AW,00117,en,,,2018-11-04,WH,2020-04-05,DP
W0567,AW00118,AG0626,AW,00118,en,,,2018-11-04,WH,2020-04-05,DP
W0568,AW00119,AG0626,AW,00119,en,,,2018-11-06,WH,2020-04-05,DP
W0569,AW00120,AG0642,AW,00120,en,,,2018-11-06,WH,2020-04-05,DP
W0570,AW00121,AG0644,AW,00121,en,Original by AG0643.,,2018-11-06,WH,2020-04-05,DP
W0571,AW00122,AG0645,AW,00122,en,,,2018-11-06,WH,2020-04-05,DP
W0572,AW00123,AG0646,AW,00123,en,,,2018-11-06,WH,2020-04-05,DP
W0573,AW00124,AG0647,AW,00124,en,,,2018-11-06,WH,2020-04-05,DP
W0574,AW00125,AG0648,AW,00125,en,It was adapted from W0573.,,2018-11-06,WH,2020-04-05,DP
W0575,AW00126,AG0523,AW,00126,en,Lyrics by AG0524.,,2018-11-06,WH,2020-04-05,DP
W0576,AW00127,AG0626,AW,00127,en,,,2018-11-06,WH,2020-04-05,DP
W0577,AW00128,AG0525,AW,00128,en,Translated by project member.,,2018-11-06,WH,2020-04-05,DP
W0578,AW00129,AG0626,AW,00129,en,Translated by project member.,,2018-11-06,WH,2020-04-05,DP
W0579,AW00130,AG0626,AW,00130,en,,,2018-11-06,WH,2020-04-05,DP
W0580,AW00131,AG0626,AW,00131,en,Translated by project member.,,2018-11-06,WH,2020-04-05,DP
W0581,AW00132,AG0626,AW,00132,en,,,2018-11-06,WH,2020-04-05,DP
W0582,AW00133,AG0626,AW,00133,en,Translated by project member.,,2018-11-06,WH,2020-04-05,DP
W0583,AW00134,AG0526,AW,00134,de,,,2018-11-06,WH,2020-04-05,DP
W0584,AW00135,AG0527,AW,00135,en,,,2018-11-07,WH,2020-04-05,DP
W0585,AW00136,AG0528,AW,00136,en,,,2018-11-07,WH,2020-04-05,DP
W0586,AW00137,AG0529,AW,00137,en,,,2018-11-07,WH,2020-04-05,DP
W0587,AW00138,AG0530,AW,00138,it,It was also called “迷惘的一代”.,,2018-11-07,WH,2020-04-05,DP
W0588,AW00139,AG0531,AW,00139,en,It was also translated to “去年在马里安巴”.,,2018-11-07,WH,2020-04-05,DP
W0589,AW00140,AG0532,AW,00140,en,,,2018-11-08,WH,2020-04-05,DP
W0590,AW00141,AG0533,AW,00141,en,,,2018-11-08,WH,2020-04-05,DP
W0591,AW00142,AG0534,AW,00142,en,,,2018-11-08,WH,2020-04-05,DP
W0592,AW00143,AG0532,AW,00143,en,,,2018-11-08,WH,2020-04-05,DP
W0593,AW00144,AG0535,AW,00144,en,,,2018-11-08,WH,2020-04-05,DP
W0594,AW00145,AG0626,AW,00145,en,,,2018-11-10,WH,2020-04-05,DP
W0595,AW00146,AG0538,AW,00146,en,,,2018-11-10,WH,2020-04-05,DP
W0596,AW00147,AG0539,AW,00147,en,,,2018-11-10,WH,2020-04-05,DP
W0597,AW00148,AG0626,AW,00148,en,,,2018-11-11,WH,2020-04-05,DP
W0598,AW00149,AG0540,AW,00149,en,,,2018-11-11,WH,2020-04-05,DP
W0599,AW00150,AG0543,AW,00150,en,Original by AG0541.,,2018-11-11,WH,2020-04-05,DP
W0600,AW00151,AG0542,AW,00151,en,,,2018-11-13,WH,2020-04-05,DP
W0601,AW00152,AG0626,AW,00152,en,,,2018-11-13,WH,2020-04-05,DP
W0602,AW00153,AG0626,AW,00153,en,,,2018-11-13,WH,2020-04-05,DP
W0603,AW00154,AG0626,AW,00154,en,Translated by project member.,,2018-11-13,WH,2020-04-05,DP
W0604,AW00155,AG0626,AW,00155,en,Translated by project member.,,2018-11-13,WH,2020-04-05,DP
W0605,AW00156,AG0626,AW,00156,en,Translated by project member.,,2018-11-14,WH,2020-04-05,DP
W0606,AW00157,AG0546,AW,00157,en,Lyrics by AG0547.,,2018-11-14,WH,2020-04-05,DP
W0607,AW00158,AG0548,AW,00158,en,Translated by project member. Lyrics by AG0549.,,2018-11-15,WH,2020-04-05,DP
W0608,AW00159,AG0551,AW,00159,en,Lyrics by AG0552.,,2018-11-24,WH,2020-04-05,DP
W0609,AW00160,AG0553,AW,00160,en,,,2018-11-25,WH,2020-04-05,DP
W0610,AW00161,AG0554,AW,00161,en,,,2018-11-25,WH,2020-04-05,DP
W0611,AW00162,AG0626,AW,00162,en,Translated by project member.,,2018-11-25,WH,2020-04-05,DP
W0612,AW00163,AG0555,AW,00163,en,,,2018-11-25,WH,2020-04-05,DP
W0613,AW00164,AG0556,AW,00164,en,,,2018-11-25,WH,2020-04-05,DP
W0614,AW00165,AG0557,AW,00165,en,,,2018-11-25,WH,2020-04-05,DP
W0615,AW00166,AG0556,AW,00166,en,,,2018-11-25,WH,2020-04-05,DP
W0616,AW00167,AG0558,AW,00167,en,,,2018-11-25,WH,2020-04-05,DP
W0617,AW00168,AG0559,AW,00168,en,,,2018-11-25,WH,2020-04-05,DP
W0618,AW00169,AG0560,AW,00169,en,,,2018-11-25,WH,2020-04-05,DP
W0619,AW00170,AG0561,AW,00170,de,,,2018-11-25,WH,2020-04-05,DP
W0620,AW00202,AG0466,AW,00202,en,,,2018-11-14,MG,2020-04-05,DP
W0621,AW00203,AG0470,AW,00203,en,,,2018-11-18,MG,2020-04-05,DP
W0622,AW00204,AG0489,AW,00204,zh,,,2018-12-12,MG,2020-04-05,DP
W0623,AW00205,AG0487,AW,00205,zh,,,2018-12-12,MG,2020-04-05,DP
W0624,AW00206,AG0484,AW,00206,zh,,,2018-12-12,MG,2020-04-05,DP
W0625,AW00207,AG0503,AW,00207,en,,,2018-12-30,MG,2020-04-05,DP
W0626,AW00208,AG0505,AW,00208,en,,,2019-01-02,MG,2020-04-05,DP
W0627,AW00171,AG0573,AW,00171,en,Translated by project member.,,2018-12-23,WH,2020-04-05,DP
W0628,AW00172,AG0574,AW,00172,en,,,2018-12-23,WH,2020-04-05,DP
W0629,AW00173,AG0577,AW,00173,en,Translated by project member.,,2018-12-24,WH,2020-04-05,DP
W0630,AW00209,AG0610,AW,00209,en,,,2019-02-18,MG,2020-04-05,DP
W0631,AW00174,AG0582,AW,00174,en,,,2019-01-28,WH,2020-04-05,DP
W0632,AW00175,AG0585,AW,00175,en,Translated by project member.,,2019-02-17,WH,2020-04-05,DP
W0633,AW00176,AG0060,AW,00176,en,Translated by project member.,,2019-02-17,WH,2020-04-05,DP
W0634,AW00177,AG0595,AW,00177,en,Translated by project member.,,2019-02-23,WH,2020-04-05,DP
W0635,AW00178,AG0595,AW,00178,en,Translated by project member.,,2019-02-23,WH,2020-04-05,DP
W0636,AW00179,AG0596,AW,00179,en,,,2019-02-23,WH,2020-04-05,DP
W0637,AW00180,AG0599,AW,00180,en,,,2019-02-24,WH,2020-04-05,DP
W0638,AW00181,AG0626,AW,00181,en,Translated by project member.,,2019-02-25,WH,2020-04-05,DP
W0639,AW00094,AG0407,AW,00094,cs,,,2019-08-21,MG,2020-04-05,DP
