act_id,agent,action,act_object,act_target,start,end,narrative_time,site_information,discussion,source,page,fictionality,commentary,note,id_lang,created,created_by,last_modified,last_modified_by
A00889,AG0103,AT03,W0554,AG0626,1968..1974,1968..1974,,SP0055,Han and friends exchanged the books they had brought to the countryside,W0419,183,F,unknown work ; G33,Translation,en,2021-06-22,MG,2022-05-09,DP
A00890,AG0134,AT01,W0388,,1971,1971,,,The author has lost interest before the exam but just want to read the revolutionary novel.,W0482,129,,unknown work about AG0229 G43,,en,2018-04-03,MG,2020-04-04,DP
A00891,AG0134,AT01,W0390,,1971,1971,,,The author has lost interest before the exam but just want to read the revolutionary novel.,W0482,129,,unknown work about AG0158 G43,,en,2018-04-03,MG,2020-04-04,DP
A00892,AG0041,AT28,W0624,,1966..1976,1966..1976,,,The author borrowed this film to express a kind of attitude that people refused during the CR.,W0446,170,,,,en,2018-07-17,MG,2020-04-04,DP
A00893,AG0134,AT01,W0392,,1971,1971,,,The author has lost interest before the exam but just want to read the revolutionary novel.,W0482,153,,unknown work & an English Bible G32,,en,2018-04-03,MG,2020-04-04,DP
A00894,AG0123,AT05,W0554,,..1966,..1966,,,At that time Chinese painting lovers liked the style of Russia and the former Soviet Union.,W0438,136,,,,en,2018-08-04,DM,2020-04-04,DP
A00895,AG0117,AT01,W0414,,1975..1979,1975..1979,,SP0003,There was a bookstore in Fuzhou Road (SP0006) selling those confiscated books during CR so the author found many precious collections of foreign works there.,W0430,,,,,en,2018-06-01,DM,2020-04-04,DP
A00896,AG0118,AT05,W0414,,1979~,1979~,,,China at that time didn’t need a poet like P0672 but like P0815 according to the author.,W0491,569,,unknown work by: AG0107,,en,2018-07-24,MG,2020-04-04,DP
A00897,AG0103,AT05,W0414,,1966..1976,1966..1976,,,Qin taught the author a lot of advanced knowledge.,W0419,165,F,unknown work; G10,Translation,en,2021-07-11,MG,2022-05-09,DP
A00898,AG0252,AT05,W0394,,1974~,1974~,,SP0448,Tang Ke copied this poem to the author when he passed the Three Gorges Dam.,W0499,119,,unknown work by: AG0473 G16,,en,2018-11-21,MG,2020-04-04,DP
A00899,AG0118,AT01,W0396,,19xx,19xx,,,unknown,W0491,52,,unknown work by: AG0435,,en,2018-07-20,MG,2020-04-04,DP
A00900,AG0103,AT05,W0276,,1953..1967,1953..1967,,,Han mentions that the journal contains many nice color photographs,W0419,30-32,F,unknown work by P0258,Translation,en,2021-07-03,MG,2022-05-09,DP
A00901,AG0105,AT05,W0277,,1954..,1954..,,,The author saw this work and many other Shouchaobens and poems were taken to a photo and packed in the box by her old friend Zhao Yifan.,W0424,291,,,,en,2017-09-13,MG,2020-12-09,MG
A00902,AG0014,AT30,W0277,,1935..1988,1935..1988,,,Xu Xiao saw this work and many other Shouchaobens and poems were taken to a photo and packed in the box by Zhao Yifan.,W0424,291,,,,en,2017-09-13,MG,2020-12-09,MG
A00903,AG0017,AT05,W0278,,1953..1998,1953..1998,,,He mentioned that this work and other Shouchaobens had influence on many books today.,W0422,80,,,,en,2017-07-19,OS,2020-04-04,DP
A00904,AG0020,AT05,W0279,,1966..1976,1966..1976,,,"Gao Hua mentions that this and one other book were almost ""worn out"" because of his reading",W0420,34,F,,reading act refers to a German translation of this quotation,en,2020-07-08,MG,2022-05-09,DP
A00905,AG0020,AT05,W0280,,1966..1976,1966..1976,,,"Gao Hua mentions that this and one other book were almost ""worn out"" because of his reading",W0420,35,F,,reading act refers to a German translation of this quotation,en,2020-07-08,MG,2022-05-09,DP
A00906,AG0020,AT05,W0281,,1966..1976,1966..1976,,,"Gao Hua mentions that he often visitied his friend's house (SP0442 )and browsed this and ""other old books and publication that his classmate's father has purchased"".",W0420,23,F,,,en,2021-03-23,MG,2022-05-09,DP
A00907,AG0123,AT05,W0281,,1971,1971,,,"The author said that Mao ordered in person that each unit with a party committee could read this newspaper, which was really unexpected to the public.",W0438,8,,,,en,2018-05-31,DM,2020-04-04,DP
A00908,AG0020,AT05,W0282,,1966..1976,1966..1976,,,"Gao Hua mentions that he often visitied his friend's house (SP0442 )and browsed this and ""other old books and publication that his classmate's father has purchased"".",W0420,48-50,F,,reading act refers to a German translation of this quotation,en,2020-07-08,MG,2022-05-09,DP
A00909,AG0020,AT25,W0281,,1967,1967,,,Gao Hua found about the murder of Guevara in Bolivia (SP0449 )from this source.,W0420,37,F,,reading act refers to a German translation of this quotation,en,2020-07-08,MG,2022-05-09,DP
A00910,AG0020,AT05,W0283,,1966..1976,1966..1976,,,Gao Hua mentioned that he would sometimes have bought this publication because it contained some details on the Soviet Union and North Korea relationships.,W0420,407,F,,Translation,en,2021-05-05,MG,2022-05-09,DP
A00911,AG0020,AT05,W0284,,1973..,1973..,,,Gao Hua mentions that this publication was the most substantial source of information about the foreign countries and he read it periodically.,W0420,58,F,PL0666,Translation,en,2021-06-21,MG,2022-05-09,DP
A00912,AG0020,AT05,W0284,,197x,197x,,,Gao Hua mentions that this publication helped him to understand the ideological trends in the foreign countries and he read it periodically.,W0420,58,F,PL0666,Translation,en,2021-06-21,MG,2022-05-09,DP
A00913,AG0020,AT05,W0285,,197x,197x,,,Gao Hua mentions that this publication helped him to understand the ideological trends in the foreign countries and he read it periodically.,W0420,60,F,,Translation,en,2021-06-21,MG,2022-05-09,DP
A00914,AG0020,AT01,W0287,,197x,197x,,,"Gao not only read books about ""the developed socialism"" by Soviet ideological theorists but also the books about the internal power struggle within the leadership of Soviet Communist Party after Stalin's death.",W0420,11,F,,Translation,en,2021-07-02,MG,2022-05-09,DP
A00915,AG0020,AT05,W0288,,..1970,..1970,,,Gao Hua mentioned this book as one those that informed his opinion about the real life in the Soviet Union.,W0420,8,F,,Translation,en,2021-07-11,MG,2022-05-09,DP
A00916,AG0029,AT01,W0289,,1964..1966,1964..1966,,,Wu Hong read the book because of his interest in the renaissance.,W0428,249,,,,en,2018-02-02,OS,2020-12-09,MG
A00917,AG0029,AT05,W0290,,1971..1973,1971..1973,,,Wu Hong refers to this English-Chinese dictionary and the lithography he bought on the same trip as the beginnings of his second And third academic careers.,W0428,581,,,,en,2018-04-11,WH,2020-04-04,DP
A00918,AG0029,AT05,W0291,,1971..1973,1971..1973,,,Wu Hong mentions that this piece became his first source of learning about the bronze ware and he refers to this lithography and the English-Chinese dictonary he bought on the same trip as the beginnings of his second and third academic careers.,W0428,88,,,,en,2018-01-23,OS,2020-04-04,DP
A00919,AG0032,AT03,W0292,AG0031,1969,1969,,SP0002,Zhu lent the book to Huang.,W0436,94,,,,en,2018-05-29,MG,2020-04-04,DP
A00920,AG0031,AT01,W0292,,1969,1969,,SP0002,Huang received this book from his friend Zhu who he met in the prison.,W0436,578,,,,en,2018-06-04,MG,2021-01-02,MG
A00921,AG0032,AT12,W0293,,1969,1969,,SP0002,This book was confiscated while Zhu was sent into the prison.,W0436,ONLINE SOURCE,,,,en,2018-06-04,MG,2020-04-04,DP
A00922,AG0031,AT01,W0294,,1964..,1964..,,,Huang read this commentary of a paper bag which he got during the work and this commentary was printed on it.,W0436,372,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-11-19,MG,2020-04-04,DP
A00923,AG0032,AT01,W0294,,1964..,1964..,,,Zhu got this article from Huang after Huang read it a few times.,W0436,98,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-11-19,MG,2020-04-04,DP
A00924,AG0047,AT01,W0046,,1940..1950,1940..1950,,SP0437,Hui read the classics in his childhood at sishu.,W0458,119,,,,en,2018-11-04,WH,2020-04-04,DP
A00925,AG0047,AT01,W0295,,1940..1950,1940..1950,,SP0437,Hui read the classics in his childhood at sishu.,W0458,122,,,,en,2018-11-04,WH,2020-04-04,DP
A00926,AG0047,AT01,W0055,,1940..1950,1940..1950,,SP0437,Hui read the classics in his childhood at sishu.,W0458,138,,,,en,2018-11-04,WH,2021-01-05,MG
A00927,AG0047,AT01,W0296,,1940..1950,1940..1950,,SP0437,Hui read the classics in his childhood at sishu.,W0458,,,,,en,2018-11-04,WH,2021-01-05,MG
A00928,AG0051,AT31,W0557,AG0145,1964,1964,,,A old school friend Xiaoxia taught her how to sing the songs.,W0455,134,,,,en,2018-11-04,WH,2021-01-05,MG
A00929,AG0051,AT31,W0558,AG0145,1964,1964,,,A old school friend Xiaoxia taught her how to sing the songs.,W0455,135,,,,en,2018-11-04,WH,2020-04-04,DP
A00930,AG0055,AT29,W0297,,195x,195x,,,Gu added comments and translated it into vernacular.,W0454,134,,,,en,2018-11-04,WH,2020-04-04,DP
A00931,AG0055,AT10,W0298,,195x,195x,,,Gu was commissioned by Mao Zedong to take charge of the punctuation of the book.,W0454,134,,,,en,2018-11-04,WH,2021-01-05,MG
A00932,AG0056,AT05,W0299,,1966..1976,1966..1976,,,Xie made a joke with the reference of Empty Fort Strategy while doing labor work during the CR.,W0454,189,,,,en,2018-11-04,WH,2020-04-04,DP
A00933,AG0239,AT27,W0300,AG0146,1966,1966,,SP0446,Mingxin’s teacher Wang Hanying encouraged him and lent when he said he wanted to try writing critiques and lent him the journals.,W0497,52,,unknown work by: AG0082,,en,2018-10-24,MG,2020-04-04,DP
A00934,AG0114,AT05,W0559,,1966..1976,1966..1976,,,He mentioned that this work considered not in line with official policy during the CR.,W0429,567,,,,en,2018-02-14,OS,2020-04-04,DP
A00935,AG0114,AT05,W0560,,1966..1976,1966..1976,,,He mentioned that this work considered not in line with official policy during the CR.,W0429,75,,,,en,2018-02-14,OS,2020-12-11,MG
A00936,AG0114,AT05,W0561,,1966..1976,1966..1976,,,He mentioned that this work considered not in line with official policy during the CR.,W0429,136,,,,en,2018-02-16,OS,2020-04-04,DP
A00937,AG0114,AT05,W0301,,1956..1959,1956..1959,,,He mentioned that this book was a criticism of the rightist remarks of the time.,W0429,327,,,,en,2018-02-13,OS,2020-04-04,DP
A00938,AG0114,AT05,W0302,,1957,1957,,,There was a evaluation movement of Shuihu.,W0429,327,,,,en,2018-02-13,OS,2020-04-04,DP
A00939,AG0114,AT05,W0562,,1976~,1976~,,,It would always be broadcasted before certain radio programmes since the 1960s.,W0429,327,,,Pls check source again for detailed info see #299,en,2019-02-18,MG,2020-04-04,DP
A00940,AG0114,AT05,W0563,,1976~,1976~,,,It would always be broadcasted before certain radio programmes since the 1960s.,W0429,7-10,,,Pls check source again for detailed info see #299,en,2019-02-18,MG,2020-04-04,DP
A00941,AG0343,AT05,W0563,,1960..,1960..,,,"Radio broadcast new years eve 1968: the reading of New Year's editorial ""Mao Zedong Thought is in Total Command"" is followed by Internationale.",W0517,578,,,,en,2018-11-13,WH,2021-01-09,MG
A00942,AG0114,AT05,W0564,,1976~,1976~,,SP0002,He mentioned that he used to sing it in prison.,W0517,518,,,,en,2018-11-13,WH,2021-01-09,MG
A00943,AG0114,AT05,W0303,,1975..1979,1975..1979,,SP0002,It was reading matter sent to him when he was in prison after publication started again.,W0517,509,,,,en,2018-11-11,WH,2020-04-04,DP
A00944,AG0516,AT01,W0305,,1989,1989,,SP0054,Hu read it when he was in Changsha.,W0517,512,,,,en,2018-11-11,WH,2020-04-04,DP
A00945,AG0125,AT05,W0531,,197x,197x,,,He mentioned that this movie made him laugh when it was popular to watch neibu movies at the end of CR.,W0479,120,,,,en,2019-02-24,WH,2020-04-04,DP
A00946,AG0517,AT23,W0535,,1973..1977,1973..1977,,,He heard it at a college student’s home (SP0442 )whose father was an officer.,W0524,57,,,,en,2018-12-23,WH,2021-01-12,MG
A00947,AG0003,AT05,W0306,,1970~,1970~,,,He mentioned that he used to read a Japanese short story about someone who moves out should give other people noodle soup.,W0486,569,,,see #399 unknown source was: PS00294,en,2018-04-09,MG,2020-04-04,DP
A00948,AG0003,AT32,W0566,,1970..1977,1970..1977,,SP0002,He sang this song in prison.,W0486,583,,unknown work by: AG0325,,en,2018-05-17,MG,2020-04-04,DP
A00949,AG0003,AT22,W0289,,1970~,1970~,,SP0002,He recalled the words from the Bible before he was about to be executed.,W0486,301,,unknown work by: AG0308 G11,unknown place of rustication,en,2018-04-09,MG,2020-12-16,MG
A00950,AG0003,AT05,W0567,,1970~,1970~,,SP0002,He mentioned that he carved some words on the wall in prison which had a very calligraphic feel.,W0486,220,,unknown work by: AG0326,read during rustication?,en,2018-05-17,MG,2020-12-17,MG
A00951,AG0003,AT32,W0568,,1971~,1971~,,SP0002,He sang it with his fellow in the workshop.,W0486,312,,unknown work by: AG0326,,en,2018-05-17,MG,2020-04-04,DP
A00952,AG0518,AT05,W0569,,1976~,1976~,,,There were more operas allowed to perform aside from the former eight model operas during CR so the author and her colleagues tried to absorb more performers.,W0525,419,,,,en,2019-02-17,WH,2021-01-12,MG
A00953,AG0518,AT05,W0570,,1976~,1976~,,,There were more operas allowed to perform aside from the former eight model operas during CR so the author and her colleagues tried to absorb more performers.,W0525,ONLINE SOURCE,,,,en,2019-02-23,WH,2020-04-04,DP
A00954,AG0518,AT05,W0571,,1976~,1976~,,,There were more operas allowed to perform aside from the former eight model operas during CR so the author and her colleagues tried to absorb more performers.,W0525,ONLINE SOURCE,,,,en,2019-02-23,WH,2020-04-04,DP
A00955,AG0518,AT05,W0572,,19xx,19xx,,,The author mentioned that her troupe tried to transform with this opera.,W0525,,,,,en,2019-02-23,WH,2021-01-12,MG
A00956,AG0518,AT05,W0574,,1965..,1965..,,,The author mentioned that her troupe tried to transform with this opera.,W0525,574,,,,en,2019-02-24,WH,2021-01-12,MG
A00957,AG0324,AT05,W0574,,197x,197x,,SP0436,His friend Yan Li danced a dance from this work with a fellow Zhiqing.,W0516,290,,,,en,2018-11-07,WH,2020-04-04,DP
A00958,AG0518,AT05,W0560,,1977,1977,,,The opera from her troupe was showed only several times because of the movie’s replay.,W0525,408,,,,en,2019-02-17,WH,2020-04-04,DP
A00959,AG0519,AT17,W0307,,1976,1976,,,He recited this poem during the 'April Fifth Events'.,W0526,57,,All data missing in the original dataset,Added by JH transferred without rechecking requires further checks,en,2018-11-17,DM,2020-04-04,DP
A00960,AG0519,AT05,W0308,,1976,1976,,,This was an article on People's Daily that was pointing at Deng Xiaoping and advocating the party and people to continue to criticize him.,W0526,207,,,,en,2018-06-25,MG,2021-02-23,MG
A00961,AG0195,AT05,W0309,,1967,1967,,,"This newspaper was the first one that published Yu Luoke's ""Origins of Familiy Background Theory"" so that it enjoyed the highest fame.",W0488,116,,unknown work by: AG0393,,en,2018-05-31,DM,2020-12-19,MG
A00962,AG0195,AT05,W0310,,1966..1976,1966..1976,,,There were some students with extraodinary perspective or knowledge who initiated these radical newspapers during the CR and the author was strongly influenced by their attitude of individual thinking.,W0488,583,,,,en,2018-04-26,WH,2020-04-04,DP
A00963,AG0195,AT05,W0311,,19xx,19xx,,SP0442,The author’s friend Liu Yu has this work at home which made the author feel very intellectual.,W0488,311,,,,en,2018-04-26,WH,2020-04-04,DP
A00964,AG0195,AT23,W0575,,1971,1971,,SP0005,The author and his friends visited some professors in Beijing and they listened this piano song by the daughter of a professor and then the professor played violin for them.,W0488,ONLINE SOURCE,,unknown work by: AG0286,,en,2018-06-04,MG,2021-01-02,MG
A00965,AG0253,AT02,W0576,AG0252,1972,1972,,,The author's friend Tang Ke transcribed these songs for him which were so different from the mainstream Music of that time and the author thought these songs were more personal and mundane so that he felt more touched by them.,W0499,573,,unknown work about: AG0460 probably a collection of his paintings,,en,2018-11-06,MG,2021-01-02,MG
A00966,AG0253,AT02,W0577,AG0252,1972,1972,,,The author's friend Tang Ke transcribed these songs for him which were so different from the mainstream Music of that time and the author thought these songs were more personal and mundane so that he felt more touched by them.,W0499,301,,unknown work by: AG0462,,en,2018-11-07,MG,2020-04-04,DP
A00967,AG0253,AT02,W0578,AG0252,1972,1972,,,The author's friend Tang Ke transcribed these songs for him which were so different from the mainstream Music of that time and the author thought these songs were more personal and mundane so that he felt more touched by them.,W0499,116f,,unknown work by: AG0132,,en,2018-11-09,MG,2020-04-04,DP
A00968,AG0253,AT02,W0579,AG0252,1972,1972,,,The author's friend Tang Ke transcribed these songs for him which were so different from the mainstream Music of that time and the author thought these songs were more personal and mundane so that he felt more touched by them.,W0499,ONLINE SOURCE,,unknown work by: AG0137 probably AF03,,en,2018-11-09,MG,2020-04-04,DP
A00969,AG0253,AT02,W0580,AG0252,1972,1972,,,The author's friend Tang Ke transcribed these songs for him which were so different from the mainstream Music of that time and the author thought these songs were more personal and mundane so that he felt more touched by them.,W0499,540,,unknown work by: AG0142 probably G10 a translation of Baudelaire,,en,2018-11-09,MG,2020-04-04,DP
A00970,AG0253,AT02,W0581,AG0252,1972,1972,,,The author's friend Tang Ke transcribed these songs for him which were so different from the mainstream Music of that time and the author thought these songs were more personal and mundane so that he felt more touched by them.,W0499,560,,unknown work by: AG0467,,en,2018-11-14,MG,2020-04-04,DP
A00971,AG0253,AT02,W0582,AG0252,1972,1972,,,The author's friend Tang Ke transcribed these songs for him which were so different from the mainstream Music of that time and the author thought these songs were more personal and mundane so that he felt more touched by them.,W0499,ONLINE SOURCE,,unknown work by: AG0286,please check the source again to adjust act type and other relevant info see issue #299,en,2018-11-19,MG,2020-04-04,DP
A00972,AG0252,AT23,W0583,,1972~,1972~,,,He heard it by broadcast from the radio.,W0499,536,,unknown work by: AG0478,,en,2018-12-15,MG,2020-04-04,DP
A00973,AG0252,AT05,W0584,,1972~,1972~,,,Tang Ke liked to discuss about films with him which were released before the CR.,W0499,583,,unknown work by: AG0479,,en,2018-12-15,MG,2020-04-04,DP
A00974,AG0252,AT05,W0585,,1972~,1972~,,,Tang Ke liked to discuss about films with him which were released before the CR.,W0499,62,,unknown work by: AG0150,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-30,MG,2020-04-04,DP
A00975,AG0252,AT05,W0586,,1972~,1972~,,,Tang Ke liked to discuss about films with him which were released before the CR.,W0499,574,,unknown work by: AG0150,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-30,MG,2020-04-04,DP
A00976,AG0252,AT05,W0587,,1972~,1972~,,,Tang Ke told the author about the movie plot and found touched by the lens of the movie.,W0499,583,,unknown work by: AG0502,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-30,MG,2020-04-04,DP
A00977,AG0252,AT05,W0588,,1972~,1972~,,,Tang Ke told the author about the movie plot and found touched by the lens of the movie.,W0499,220,,unknown work by: AG0380,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-31,MG,2020-04-04,DP
A00978,AG0252,AT05,W0589,,1974,1974,,,The government screened a series of films to educate the masses against the “resurrection of Japanese militarism”.,W0499,583,,unknown work by: AG0381,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-31,MG,2020-04-04,DP
A00979,AG0252,AT05,W0590,,1974,1974,,,The government screened a series of films to educate the masses against the “resurrection of Japanese militarism”.,W0499,290,,unknown work by: AG0378,,en,2018-12-31,MG,2020-04-04,DP
A00980,AG0252,AT05,W0591,,1974,1974,,,The government screened a series of films to educate the masses against the “resurrection of Japanese militarism”.,W0499,537,,unknown work by: AG0339,please check the source again to adjust act type and other relevant info see issue #299,en,2019-01-02,MG,2020-04-04,DP
A00981,AG0252,AT05,W0592,,1974,1974,,,The government screened a series of films to educate the masses against the “resurrection of Japanese militarism”.,W0499,52,,unknown work by: AG0418,,en,2019-01-08,MG,2020-04-04,DP
A00982,AG0252,AT05,W0593,,1974,1974,,,His friend Tang Ke watched it one time and told him about this movie.,W0499,52,,unknown work by: AG0606,,en,2019-01-08,MG,2020-04-04,DP
A00983,AG0191,AT05,W0286,,1976~,1976~,,,He bought it every period and read stories on it.,W0478,56,,,,en,2019-02-24,WH,2020-04-04,DP
A00984,AG0122,AT05,W0312,,1974~,1974~,,,The author and his friends got some volumns of this magazine from a garbage collector and aquired many new knowledge of fine arts from them.,W0485,162f,,unknown work by: AG0138,,en,2018-04-06,MG,2020-04-04,DP
A00985,AG0115,AT01,W0313,,1972~,1972~,,SP0156,"After the Lin Biao Incident, the author custody was turned into labor rectification so that he could have more free time to learn colleage courses by himself and his mother sent him some original English texbooks about Modern Electronics and this one. ",W0471,186,,,,en,2018-11-04,WH,2020-04-04,DP
A00986,AG0117,AT01,W0314,,1969,1969,,,The author learned English with these sources brought by the co-learners of him.,W0430,569,,,,en,2018-06-19,MG,2020-04-04,DP
A00987,AG0117,AT01,W0315,,1969,1969,,SP0001,"The author learned English with a teacher who worked in the library of the Shanghai Academy of Science  (SP0006) and this textbook was described as  ""old brand imperialist ""by the author.",W0430,569,,,,en,2018-06-19,MG,2021-01-02,MG
A00988,AG0117,AT01,W0316,,1969,1969,,,The author learned English with these sources brought by the co-learners of him.,W0430,136,,,,en,2018-02-19,OS,2020-04-04,DP
A00989,AG0117,AT01,W0317,,"[1971,1972]","[1971,1972]",,,"The author started to learn French with an ""old three generations 老三届""teacher.",W0430,ONLINE SOURCE,,,,en,2018-06-25,MG,2021-01-02,MG
A00990,AG0117,AT05,W0318,,1969,1969,,,The People’s Daily announced the 'April Fifth Events' as a revolutionary action and published a commentary  article.,W0430,137,,,,en,2018-06-25,MG,2020-04-04,DP
A00991,AG0117,AT05,W0319,,1976..1979,1976..1979,,SP0003,There was a bookstore in Fuzhou Road (SP0006) selling those confiscated books during CR so the author found many precious collections of foreign works there.,W0430,532,,,,en,2018-06-25,MG,2021-01-02,MG
A00992,AG0117,AT05,W0320,,1976..1979,1976..1979,,,The author felt that he had a lot of inspirations so that he wanted to create something(calligraphy and Poem) so he sent his works to this magazine but they were all rejected.,W0430,461,,,,en,2018-06-25,MG,2020-12-09,MG
A00993,AG0118,AT05,W0320,,1979,1979,,,"The author happened to read the Poems of Bei Dao on this magazine and the one ""Response"" shocked him again.",W0476,161,,,,en,2019-02-18,LH,2020-04-04,DP
A00994,AG0117,AT05,W0321,,1976..1979,1976..1979,,SP0006,The author borrowed this book from Huang Tianmin the director of translation department of Shanghai Film Studios.,W0430,ONLINE SOURCE,,,,en,2018-02-27,OS,2020-04-04,DP
A00995,AG0117,AT01,W0322,,1976..1979,1976..1979,,SP0001,"The author found himself curious about everything, so he spent his time in Shanghai Municipal Library (SP0006) reading these books.",W0430,ONLINE SOURCE,,,,en,2018-06-25,MG,2020-04-04,DP
A00996,AG0117,AT10,W0323,,1976..1979,1976..1979,,,"The author published some translated chapters of Charlie Chaplin's autobiography on the magazine ""Foreign Films"" which was founded by Huang Tianmin.",W0430,13,,,pls check the date of reading in the source. Read during rustication?,en,2018-02-28,OS,2020-12-14,MG
A00997,AG0121,AT32,W0594,,1970,1970,,SP0075,People focused on production during the day and then revolution for the night. Upon the beginning of the study session every night then they would sing this song together.,W0437,539,,,,en,2018-05-31,DM,2020-04-04,DP
A00998,AG0121,AT05,W0595,,197x,197x,,SP0439,The factory where the author worked established a propaganda team of Mao thoughts which performed revolutionary model opera like this.,W0437,580,,,,en,2018-05-31,DM,2020-04-04,DP
A00999,AG0324,AT05,W0596,,1967..1973,1967..1973,,,At that time girls wrapped their grown-up breasts tightly just like what was showed in this movie. The revolutionary spirit and asceticism were prevailing in the school (SP0446).,W0516,290,,,,en,2018-11-07,WH,2020-04-04,DP
A01000,AG0124,AT05,W0398,,1966,1976,,,Xiao Xiao mentions it as one of the most important neibu books of the CR,W0474,198,,,,en,2018-11-24,WH,2020-04-04,DP
A01001,AG0252,AT01,W0242,,1972,1972,,,The author just finished reading this work and used his content to analyze emotional issues for friends.,W0499,583,,unknown work by: AG0352,please check the source again to adjust act type and other relevant info see issue #299,en,2018-11-19,MG,2020-04-04,DP
A01002,AG0114,AT05,W0400,,19xx,19xx,,,AG0497 wrote down this poem to remember the unhappy feelings of his ex-wife.,W0429,570,,,read during rustication?,en,2018-02-13,OS,2020-12-11,MG
A01003,AG0011,AT05,W0554,,1966..1976,1966..1976,,,She saw beautiful albums brought back from Europe for the first time in the painting masters’ home.,W0477,139,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-30,MG,2020-04-04,DP
A01004,AG0117,AT05,W0554,,1978~,1978~,,,She first recognized impressionism in AG0144’s home (SP0442.),W0430,301,,,,en,2018-03-12,MG,2020-04-04,DP
A01005,AG0252,AT05,W0554,,1972~,1972~,,,The author talked about this person during the call with AG0253.,W0499,52,,unknown work by: AG0486,,en,2018-12-12,MG,2020-04-04,DP
A01006,AG0156,AT05,W0263,,1966..1976,1966..1976,,,unknown,W0435,94,,,,en,2018-05-23,MG,2020-04-04,DP
A01007,AG0123,AT05,W0554,,1966..1976,1966..1976,,,unknown,W0438,78,,,,en,2018-08-04,DM,2020-04-04,DP
A01008,AG0197,AT05,W0260,,1970..1979,1970..1979,,,unknown,W0490,116-117,,unknown work by: AG0248,,en,2018-06-25,MG,2020-04-04,DP
A01009,AG0252,AT05,W0257,,1978~,1978~,,,unknown,W0499,119,,unknown work by: AG0472 G16,,en,2018-11-21,MG,2020-04-04,DP
A01010,AG0118,AT05,W0401,,19xx,19xx,,,unknown,W0491,116f,,unknown work by: AG0436,,en,2018-07-20,MG,2020-04-04,DP
A01011,AG0114,AT05,W0414,,1964~,1964~,,,mentioned as explanation for increasing importance of the left,W0429,164,,,,en,2019-02-18,LH,2021-03-11,MG
A01012,AG0103,AT05,W0414,,19xx,19xx,,,unknown,W0419,199,F,unknown work; G83,Translation,en,2021-07-14,MG,2022-05-09,DP
A01013,AG0114,AT01,W0402,,1971..1972,1971..1972,,SP0002,,W0429,241,,,,en,2018-02-13,OS,2020-04-04,DP
A01014,AG0195,AT01,W0402,,1968~,1968~,,SP0114,mentions that actually no one really believed in or cared about 语录 in the village. They just followed the instructions from above by putting up some words from it.,W0488,560,,,,en,2018-05-03,WH,2020-04-04,DP
A01015,AG0018,AT01,W0402,,1968~,1968~,,,studying the Quotations was part of the daily routine after the classes were cancelled,W0480,249,,unknown work by: AG0200 G24,very likely that for the 1960s books by this author refer to a neibu publication,en,2018-02-01,OS,2020-04-04,DP
A01016,AG0103,AT05,W0414,,19xx,19xx,,,unknown,W0419,215,F,unknown work by P1253; G19,Translation,en,2021-07-14,MG,2022-05-09,DP
A01017,AG0003,AT40,W0625,,1970~,1970~,,,He sang this song which he once taught to AG0591.,W0486,583,,unknown work by: AG0327,,en,2018-05-17,MG,2020-04-04,DP
A01018,AG0003,AT05,W0403,,19xx,19xx,,,unknown,W0486,372,,unknown work by: AG0285,,en,2018-05-08,MG,2020-04-04,DP
A01019,AG0003,AT05,W0404,,19xx,19xx,,,unknown,W0486,569,,unknown work by: AG0285,,en,2018-05-08,MG,2020-04-04,DP
A01020,AG0106,AT01,W0405,,1966..1976,1966..1976,,,recommended by a friend (possibly penpal),W0425,580,,,,en,2017-09-22,MG,2020-04-04,DP
A01022,AG0017,AT05,W0414,,19xx,19xx,,,unknown,W0422,574,,,,en,2017-07-28,MG,2020-12-09,MG
A01023,AG0103,AT05,W0414,,19xx,19xx,,,unknown,W0419,223,F,,Translation,en,2021-07-14,MG,2022-05-09,DP
A01024,AG0252,AT05,W0414,,1972..,1972..,,,After Nixon’s visit to China P0416’s name began to become well known in some small circles of people.,W0499,249,,unknown work by: AG0202,,en,2018-12-11,MG,2021-01-05,MG
A01025,AG0035,AT01,W0095,,19xx,19xx,,,,W0444,51,,,,en,2018-06-28,MG,2021-01-02,MG
A01026,AG0113,AT16,W0095,,1971,1971,,,Huang Xiaolong realizes that the Pavel Korchagin ideal and 保尔·柯察金式的人生理想和追求 was the source for many mistakes and can now explain his disillusionment.,W0426,461,,,,en,2017-12-17,MG,2022-05-16,DP
A01027,AG0011,AT05,W0095,,19xx,19xx,,,unknown,W0477,134f,,,please check the source again to adjust act type and other relevant info see issue #299,en,2019-03-09,MG,2020-04-04,DP
A01028,AG0043,AT05,W0626,,19xx,19xx,,,unknown,W0472,274,,,,en,2018-11-06,WH,2021-01-09,MG
A01029,AG0122,AT05,W0554,,19xx,19xx,,,unknown,W0485,162f,,unknown work by: AG0237,,en,2018-04-06,MG,2020-04-04,DP
